Date,Hour,load,T
01/03/2011,15,3696,31.333333333
01/03/2011,16,3721,30.666666667
01/03/2011,17,4015,29.666666667
01/03/2011,18,4292,28.666666667
01/03/2011,19,4260,27.666666667
01/03/2011,20,4137,27
01/03/2011,21,3959,26.333333333
01/03/2011,22,3679,27
01/03/2011,23,3336,26
01/03/2011,24,3070,23.333333333
01/04/2011,1,2871,22.333333333
01/04/2011,2,2790,20.333333333
01/04/2011,3,2776,20.666666667
01/04/2011,4,2792,19
01/04/2011,5,2892,18
01/04/2011,6,3168,18.666666667
01/04/2011,7,3632,18.666666667
01/04/2011,8,3860,18.333333333
01/04/2011,9,3851,18.333333333
01/04/2011,10,3850,22.333333333
01/04/2011,11,3872,27
01/04/2011,12,3863,29
01/04/2011,13,3823,29.666666667
01/04/2011,14,3803,30.666666667
01/04/2011,15,3762,30.666666667
01/04/2011,16,3774,31
01/04/2011,17,4028,30.333333333
01/04/2011,18,4285,29
01/04/2011,19,4263,29
01/04/2011,20,4146,28
01/04/2011,21,3962,26
01/04/2011,22,3684,25
01/04/2011,23,3334,24.333333333
01/04/2011,24,3053,23.333333333
01/05/2011,1,2894,22.333333333
01/05/2011,2,2800,22
01/05/2011,3,2768,20.333333333
01/05/2011,4,2775,20
01/05/2011,5,2882,19
01/05/2011,6,3161,18.666666667
01/05/2011,7,3647,18.666666667
01/05/2011,8,3888,17.666666667
01/05/2011,9,3876,19.333333333
01/05/2011,10,3859,23.666666667
01/05/2011,11,3861,28
01/05/2011,12,3854,31.666666667
01/05/2011,13,3802,32.333333333
01/05/2011,14,3793,30
01/05/2011,15,3733,30.333333333
01/05/2011,16,3744,30.333333333
01/05/2011,17,4022,29.666666667
01/05/2011,18,4305,28.666666667
01/05/2011,19,4276,27.333333333
01/05/2011,20,4179,25.666666667
01/05/2011,21,4006,25.333333333
01/05/2011,22,3719,23
01/05/2011,23,3400,21
01/05/2011,24,3139,21
01/06/2011,1,2964,19.666666667
01/06/2011,2,2873,17.333333333
01/06/2011,3,2837,16
01/06/2011,4,2845,14.333333333
01/06/2011,5,2940,13.666666667
01/06/2011,6,3241,15
01/06/2011,7,3748,13
01/06/2011,8,3981,13
01/06/2011,9,3961,14.666666667
01/06/2011,10,3933,17.333333333
01/06/2011,11,3914,21
01/06/2011,12,3872,24.333333333
01/06/2011,13,3808,26
01/06/2011,14,3782,26.666666667
01/06/2011,15,3737,27.666666667
01/06/2011,16,3749,28
01/06/2011,17,4005,26.666666667
01/06/2011,18,4302,24.666666667
01/06/2011,19,4299,21
01/06/2011,20,4211,19
01/06/2011,21,4038,18.333333333
01/06/2011,22,3757,15
01/06/2011,23,3433,15
01/06/2011,24,3159,13.333333333
01/07/2011,1,2986,13.666666667
01/07/2011,2,2898,13.666666667
01/07/2011,3,2841,13.333333333
01/07/2011,4,2848,13.666666667
01/07/2011,5,2960,13.333333333
01/07/2011,6,3223,14.333333333
01/07/2011,7,3707,15.666666667
01/07/2011,8,3962,16.333333333
01/07/2011,9,3968,16.666666667
01/07/2011,10,3978,19.666666667
01/07/2011,11,3955,22
01/07/2011,12,3923,23.666666667
01/07/2011,13,3881,25.333333333
01/07/2011,14,3824,27.333333333
01/07/2011,15,3762,27.333333333
01/07/2011,16,3759,27
01/07/2011,17,3996,25.666666667
01/07/2011,18,4195,24.666666667
01/07/2011,19,4147,24
01/07/2011,20,4018,23.333333333
01/07/2011,21,3865,23.333333333
01/07/2011,22,3647,23
01/07/2011,23,3383,23
01/07/2011,24,3108,22.333333333
01/08/2011,1,2905,22.333333333
01/08/2011,2,2793,22.333333333
01/08/2011,3,2736,22
01/08/2011,4,2724,22
01/08/2011,5,2758,21.333333333
01/08/2011,6,2861,22
01/08/2011,7,3043,22.333333333
01/08/2011,8,3293,22.666666667
01/08/2011,9,3533,22.666666667
01/08/2011,10,3721,23.666666667
01/08/2011,11,3785,25
01/08/2011,12,3805,26.333333333
01/08/2011,13,3729,27.333333333
01/08/2011,14,3651,28.333333333
01/08/2011,15,3586,28.666666667
01/08/2011,16,3600,29
01/08/2011,17,3849,28
01/08/2011,18,4056,26.333333333
01/08/2011,19,3972,26.666666667
01/08/2011,20,3828,26.666666667
01/08/2011,21,3669,26.333333333
01/08/2011,22,3457,26
01/08/2011,23,3220,26.333333333
01/08/2011,24,2986,26
01/09/2011,1,2784,26
01/09/2011,2,2680,26.333333333
01/09/2011,3,2626,27
01/09/2011,4,2613,27
01/09/2011,5,2640,27.666666667
01/09/2011,6,2724,26.666666667
01/09/2011,7,2873,26.333333333
01/09/2011,8,3073,26.666666667
01/09/2011,9,3307,26.333333333
01/09/2011,10,3475,27.666666667
01/09/2011,11,3547,28.666666667
01/09/2011,12,3593,30.333333333
01/09/2011,13,3582,31.666666667
01/09/2011,14,3546,32.666666667
01/09/2011,15,3511,33
01/09/2011,16,3547,32
01/09/2011,17,3846,30.666666667
01/09/2011,18,4128,28.333333333
01/09/2011,19,4075,27.333333333
01/09/2011,20,3936,26.333333333
01/09/2011,21,3771,25.666666667
01/09/2011,22,3485,24.333333333
01/09/2011,23,3199,24
01/09/2011,24,2977,22.666666667
01/10/2011,1,2830,22
01/10/2011,2,2763,21.333333333
01/10/2011,3,2744,20.666666667
01/10/2011,4,2763,19.666666667
01/10/2011,5,2877,19.333333333
01/10/2011,6,3159,19
01/10/2011,7,3678,19.666666667
01/10/2011,8,3930,20.333333333
01/10/2011,9,3949,20.666666667
01/10/2011,10,3948,22
01/10/2011,11,3954,23.333333333
01/10/2011,12,3933,25
01/10/2011,13,3875,26.666666667
01/10/2011,14,3847,28
01/10/2011,15,3782,28.666666667
01/10/2011,16,3785,29.333333333
01/10/2011,17,4024,28
01/10/2011,18,4337,25.333333333
01/10/2011,19,4319,24.333333333
01/10/2011,20,4209,23
01/10/2011,21,4002,21.666666667
01/10/2011,22,3718,21
01/10/2011,23,3380,20.666666667
01/10/2011,24,3112,20
01/11/2011,1,2941,19.666666667
01/11/2011,2,2853,19
01/11/2011,3,2813,18
01/11/2011,4,2827,17.333333333
01/11/2011,5,2916,15.666666667
01/11/2011,6,3216,14
01/11/2011,7,3729,13
01/11/2011,8,3936,12.666666667
01/11/2011,9,3934,12
01/11/2011,10,3936,18.333333333
01/11/2011,11,3928,21.666666667
01/11/2011,12,3884,23.666666667
01/11/2011,13,3847,24.666666667
01/11/2011,14,3798,25
01/11/2011,15,3741,25.666666667
01/11/2011,16,3746,26.333333333
01/11/2011,17,4000,25
01/11/2011,18,4266,22.333333333
01/11/2011,19,4251,22
01/11/2011,20,4154,21.666666667
01/11/2011,21,3970,20.333333333
01/11/2011,22,3692,20.333333333
01/11/2011,23,3344,19.666666667
01/11/2011,24,3073,21.333333333
01/12/2011,1,2897,21.333333333
01/12/2011,2,2813,21
01/12/2011,3,2760,21
01/12/2011,4,2780,20.666666667
01/12/2011,5,2865,20.666666667
01/12/2011,6,3095,20.666666667
01/12/2011,7,3444,20.333333333
01/12/2011,8,3682,20
01/12/2011,9,3802,20.333333333
01/12/2011,10,3915,21.333333333
01/12/2011,11,4018,22
01/12/2011,12,4058,22.666666667
01/12/2011,13,4036,23.333333333
01/12/2011,14,3979,24.666666667
01/12/2011,15,3892,25
01/12/2011,16,3832,24.666666667
01/12/2011,17,4036,25.333333333
01/12/2011,18,4315,25.666666667
01/12/2011,19,4233,25.666666667
01/12/2011,20,4033,26
01/12/2011,21,3812,26.666666667
01/12/2011,22,3520,27
01/12/2011,23,3202,27
01/12/2011,24,2965,26.666666667
01/13/2011,1,2788,26.666666667
01/13/2011,2,2714,26.666666667
01/13/2011,3,2678,25.666666667
01/13/2011,4,2692,25.333333333
01/13/2011,5,2782,25
01/13/2011,6,3070,25
01/13/2011,7,3546,24
01/13/2011,8,3757,23
01/13/2011,9,3755,23
01/13/2011,10,3772,23.333333333
01/13/2011,11,3795,24
01/13/2011,12,3792,25
01/13/2011,13,3741,25.666666667
01/13/2011,14,3733,26
01/13/2011,15,3697,25.666666667
01/13/2011,16,3703,25
01/13/2011,17,3922,24
01/13/2011,18,4216,22.666666667
01/13/2011,19,4222,21.333333333
01/13/2011,20,4139,20
01/13/2011,21,3977,19
01/13/2011,22,3673,18.333333333
01/13/2011,23,3358,18
01/13/2011,24,3094,17.666666667
01/14/2011,1,2919,17
01/14/2011,2,2838,16.666666667
01/14/2011,3,2803,14.666666667
01/14/2011,4,2809,13.333333333
01/14/2011,5,2887,13
01/14/2011,6,3156,13
01/14/2011,7,3651,14
01/14/2011,8,3896,13.666666667
01/14/2011,9,3900,14
01/14/2011,10,3901,15.333333333
01/14/2011,11,3911,17.333333333
01/14/2011,12,3882,19.666666667
01/14/2011,13,3851,20.666666667
01/14/2011,14,3816,21.333333333
01/14/2011,15,3745,21.666666667
01/14/2011,16,3720,21.666666667
01/14/2011,17,3910,21
01/14/2011,18,4162,20
01/14/2011,19,4114,19.333333333
01/14/2011,20,4005,18.333333333
01/14/2011,21,3894,16.666666667
01/14/2011,22,3715,15
01/14/2011,23,3459,13.666666667
01/14/2011,24,3217,11
01/15/2011,1,3030,12.333333333
01/15/2011,2,2934,9.6666666667
01/15/2011,3,2890,7.3333333333
01/15/2011,4,2871,5.6666666667
01/15/2011,5,2910,3.6666666667
01/15/2011,6,3025,2.6666666667
01/15/2011,7,3247,0.6666666667
01/15/2011,8,3512,-0.666666667
01/15/2011,9,3703,-0.333333333
01/15/2011,10,3805,2.3333333333
01/15/2011,11,3793,9.6666666667
01/15/2011,12,3743,15.666666667
01/15/2011,13,3667,19.333333333
01/15/2011,14,3589,19.666666667
01/15/2011,15,3566,21
01/15/2011,16,3593,22.333333333
01/15/2011,17,3839,22.666666667
01/15/2011,18,4082,22.666666667
01/15/2011,19,4017,22
01/15/2011,20,3876,22.666666667
01/15/2011,21,3747,23
01/15/2011,22,3527,23.333333333
01/15/2011,23,3258,23
01/15/2011,24,3028,23
01/16/2011,1,2817,21.333333333
01/16/2011,2,2721,23.666666667
01/16/2011,3,2660,22
01/16/2011,4,2644,20.666666667
01/16/2011,5,2670,20.666666667
01/16/2011,6,2747,21.333333333
01/16/2011,7,2907,20
01/16/2011,8,3119,17.333333333
01/16/2011,9,3359,17.333333333
01/16/2011,10,3503,21.333333333
01/16/2011,11,3538,24.333333333
01/16/2011,12,3551,25.333333333
01/16/2011,13,3516,25.666666667
01/16/2011,14,3485,27.333333333
01/16/2011,15,3468,26.666666667
01/16/2011,16,3508,26.333333333
01/16/2011,17,3764,25.333333333
01/16/2011,18,4014,22.666666667
01/16/2011,19,3984,21.333333333
01/16/2011,20,3828,19.666666667
01/16/2011,21,3726,17.333333333
01/16/2011,22,3491,16.333333333
01/16/2011,23,3236,14.666666667
01/16/2011,24,3025,13
01/17/2011,1,2868,11.666666667
01/17/2011,2,2798,10.333333333
01/17/2011,3,2783,7.6666666667
01/17/2011,4,2796,6.6666666667
01/17/2011,5,2901,6
01/17/2011,6,3135,2.6666666667
01/17/2011,7,3509,3
01/17/2011,8,3800,1.3333333333
01/17/2011,9,3964,-0.333333333
01/17/2011,10,4041,4.3333333333
01/17/2011,11,4067,6.3333333333
01/17/2011,12,4041,9
01/17/2011,13,3966,11.666666667
01/17/2011,14,3908,14
01/17/2011,15,3846,14.666666667
01/17/2011,16,3842,14.333333333
01/17/2011,17,4059,13.666666667
01/17/2011,18,4398,11
01/17/2011,19,4374,7.3333333333
01/17/2011,20,4273,4.6666666667
01/17/2011,21,4083,3.3333333333
01/17/2011,22,3781,3.3333333333
01/17/2011,23,3472,1.6666666667
01/17/2011,24,3214,3
01/18/2011,1,3054,4
01/18/2011,2,2965,6.6666666667
01/18/2011,3,2898,8
01/18/2011,4,2902,9
01/18/2011,5,2992,11
01/18/2011,6,3281,12
01/18/2011,7,3728,13.333333333
01/18/2011,8,3956,13.666666667
01/18/2011,9,4009,13.666666667
01/18/2011,10,4036,14
01/18/2011,11,4078,15.333333333
01/18/2011,12,4103,16.666666667
01/18/2011,13,4081,18.333333333
01/18/2011,14,4058,19.666666667
01/18/2011,15,3983,21.666666667
01/18/2011,16,3957,22
01/18/2011,17,4128,23
01/18/2011,18,4356,24.333333333
01/18/2011,19,4282,26
01/18/2011,20,4114,27.666666667
01/18/2011,21,3856,28.666666667
01/18/2011,22,3545,29.333333333
01/18/2011,23,3217,30.333333333
01/18/2011,24,2943,30.333333333
01/19/2011,1,2770,30.333333333
01/19/2011,2,2674,30.666666667
01/19/2011,3,2618,31.666666667
01/19/2011,4,2626,32.333333333
01/19/2011,5,2708,31
01/19/2011,6,2973,31
01/19/2011,7,3421,30.333333333
01/19/2011,8,3656,29.666666667
01/19/2011,9,3708,29.333333333
01/19/2011,10,3720,30.333333333
01/19/2011,11,3745,30.666666667
01/19/2011,12,3764,32.333333333
01/19/2011,13,3760,31.333333333
01/19/2011,14,3750,30.333333333
01/19/2011,15,3725,30
01/19/2011,16,3703,29.333333333
01/19/2011,17,3887,28.333333333
01/19/2011,18,4141,27
01/19/2011,19,4140,26.333333333
01/19/2011,20,4026,25.333333333
01/19/2011,21,3836,24.666666667
01/19/2011,22,3553,24.333333333
01/19/2011,23,3246,24
01/19/2011,24,2972,23
01/20/2011,1,2795,23.333333333
01/20/2011,2,2710,22.666666667
01/20/2011,3,2663,22
01/20/2011,4,2665,21.333333333
01/20/2011,5,2759,20.666666667
01/20/2011,6,3067,20
01/20/2011,7,3562,19.333333333
01/20/2011,8,3782,18.333333333
01/20/2011,9,3786,19
01/20/2011,10,3777,20
01/20/2011,11,3771,21.333333333
01/20/2011,12,3765,22
01/20/2011,13,3728,25
01/20/2011,14,3727,24.333333333
01/20/2011,15,3680,25.666666667
01/20/2011,16,3674,25.666666667
01/20/2011,17,3880,25.333333333
01/20/2011,18,4195,23.666666667
01/20/2011,19,4188,20.333333333
01/20/2011,20,4091,19.666666667
01/20/2011,21,3943,19
01/20/2011,22,3645,19
01/20/2011,23,3340,18.666666667
01/20/2011,24,3070,19
01/21/2011,1,2881,18.333333333
01/21/2011,2,2786,18.666666667
01/21/2011,3,2751,18.333333333
01/21/2011,4,2754,19
01/21/2011,5,2846,19
01/21/2011,6,3110,19.333333333
01/21/2011,7,3475,18.333333333
01/21/2011,8,3707,18.333333333
01/21/2011,9,3808,18
01/21/2011,10,3899,18
01/21/2011,11,3962,18.333333333
01/21/2011,12,3982,19
01/21/2011,13,3938,20
01/21/2011,14,3880,22.333333333
01/21/2011,15,3810,22.666666667
01/21/2011,16,3771,23
01/21/2011,17,3909,22.333333333
01/21/2011,18,4198,21.666666667
01/21/2011,19,4162,19.333333333
01/21/2011,20,4043,19
01/21/2011,21,3882,18.333333333
01/21/2011,22,3662,16.666666667
01/21/2011,23,3399,14.666666667
01/21/2011,24,3147,13.333333333
01/22/2011,1,2962,11.333333333
01/22/2011,2,2887,11
01/22/2011,3,2834,10.333333333
01/22/2011,4,2823,8.6666666667
01/22/2011,5,2859,6
01/22/2011,6,2972,5.6666666667
01/22/2011,7,3165,4.3333333333
01/22/2011,8,3383,5.3333333333
01/22/2011,9,3583,4.6666666667
01/22/2011,10,3684,6
01/22/2011,11,3700,10.666666667
01/22/2011,12,3654,16
01/22/2011,13,3579,17.333333333
01/22/2011,14,3512,19
01/22/2011,15,3471,19.666666667
01/22/2011,16,3488,20.333333333
01/22/2011,17,3684,19.666666667
01/22/2011,18,4023,16
01/22/2011,19,4007,13.666666667
01/22/2011,20,3884,11
01/22/2011,21,3742,8
01/22/2011,22,3568,6.6666666667
01/22/2011,23,3336,4.3333333333
01/22/2011,24,3116,2.3333333333
01/23/2011,1,2944,0.6666666667
01/23/2011,2,2854,1.6666666667
01/23/2011,3,2814,2.3333333333
01/23/2011,4,2800,4
01/23/2011,5,2825,4
01/23/2011,6,2897,4
01/23/2011,7,3055,2.3333333333
01/23/2011,8,3258,1.3333333333
01/23/2011,9,3504,2.6666666667
01/23/2011,10,3649,3
01/23/2011,11,3690,5.6666666667
01/23/2011,12,3697,8.3333333333
01/23/2011,13,3669,11
01/23/2011,14,3635,12.333333333
01/23/2011,15,3631,12.333333333
01/23/2011,16,3641,12
01/23/2011,17,3874,10.333333333
01/23/2011,18,4263,7.6666666667
01/23/2011,19,4267,4.3333333333
01/23/2011,20,4151,1.6666666667
01/23/2011,21,3993,0
01/23/2011,22,3756,-1
01/23/2011,23,3499,-2.666666667
01/23/2011,24,3278,-1.666666667
01/24/2011,1,3123,-2.666666667
01/24/2011,2,3082,-5.333333333
01/24/2011,3,3064,-5.333333333
01/24/2011,4,3095,-6.666666667
01/24/2011,5,3201,-8
01/24/2011,6,3485,-10
01/24/2011,7,3984,-10.33333333
01/24/2011,8,4208,-9.666666667
01/24/2011,9,4233,-13
01/24/2011,10,4233,-8
01/24/2011,11,4244,-6.333333333
01/24/2011,12,4242,-2.666666667
01/24/2011,13,4191,0.3333333333
01/24/2011,14,4147,2.3333333333
01/24/2011,15,4063,4
01/24/2011,16,4045,5
01/24/2011,17,4197,5.6666666667
01/24/2011,18,4568,3.6666666667
01/24/2011,19,4565,1.6666666667
01/24/2011,20,4459,-1.333333333
01/24/2011,21,4275,-1.666666667
01/24/2011,22,3995,-3.333333333
01/24/2011,23,3661,-3
01/24/2011,24,3364,-2.333333333
01/25/2011,1,3190,-0.333333333
01/25/2011,2,3107,1.3333333333
01/25/2011,3,3075,1.6666666667
01/25/2011,4,3073,2.3333333333
01/25/2011,5,3161,3.3333333333
01/25/2011,6,3439,7.6666666667
01/25/2011,7,3885,4.6666666667
01/25/2011,8,4088,5.6666666667
01/25/2011,9,4108,6.3333333333
01/25/2011,10,4125,7.3333333333
01/25/2011,11,4144,9.3333333333
01/25/2011,12,4135,11
01/25/2011,13,4077,13
01/25/2011,14,4040,14.666666667
01/25/2011,15,3979,16
01/25/2011,16,3940,17.333333333
01/25/2011,17,4067,18
01/25/2011,18,4388,16.333333333
01/25/2011,19,4422,14
01/25/2011,20,4321,13.666666667
01/25/2011,21,4143,11.666666667
01/25/2011,22,3874,10
01/25/2011,23,3539,9.6666666667
01/25/2011,24,3262,8.6666666667
01/26/2011,1,3101,8.3333333333
01/26/2011,2,3012,7.6666666667
01/26/2011,3,2968,7
01/26/2011,4,2979,6
01/26/2011,5,3057,6
01/26/2011,6,3351,5.3333333333
01/26/2011,7,3808,5.6666666667
01/26/2011,8,4009,5.6666666667
01/26/2011,9,4003,7.6666666667
01/26/2011,10,4020,10
01/26/2011,11,4037,13.333333333
01/26/2011,12,3997,17.333333333
01/26/2011,13,3927,20.666666667
01/26/2011,14,3913,23.666666667
01/26/2011,15,3881,25.666666667
01/26/2011,16,3879,25.333333333
01/26/2011,17,4032,26
01/26/2011,18,4276,26
01/26/2011,19,4254,27
01/26/2011,20,4136,26.333333333
01/26/2011,21,3947,24.666666667
01/26/2011,22,3670,23.666666667
01/26/2011,23,3350,22.333333333
01/26/2011,24,3086,21.333333333
01/27/2011,1,2918,21
01/27/2011,2,2833,20.666666667
01/27/2011,3,2801,20.666666667
01/27/2011,4,2810,20.666666667
01/27/2011,5,2896,21
01/27/2011,6,3153,21
01/27/2011,7,3576,21.333333333
01/27/2011,8,3813,21.333333333
01/27/2011,9,3867,22.333333333
01/27/2011,10,3857,23
01/27/2011,11,3857,25.333333333
01/27/2011,12,3855,26.666666667
01/27/2011,13,3803,28.333333333
01/27/2011,14,3758,29.666666667
01/27/2011,15,3711,30.333333333
01/27/2011,16,3708,30
01/27/2011,17,3844,29.666666667
01/27/2011,18,4167,27.666666667
01/27/2011,19,4195,27
01/27/2011,20,4091,24.333333333
01/27/2011,21,3924,23
01/27/2011,22,3668,19.333333333
01/27/2011,23,3334,15.666666667
01/27/2011,24,3074,13.666666667
01/28/2011,1,2912,13
01/28/2011,2,2824,11.333333333
01/28/2011,3,2793,10.666666667
01/28/2011,4,2814,8.3333333333
01/28/2011,5,2907,8.3333333333
01/28/2011,6,3183,10
01/28/2011,7,3661,10.666666667
01/28/2011,8,3885,12
01/28/2011,9,3880,12.333333333
01/28/2011,10,3853,17.666666667
01/28/2011,11,3823,22.333333333
01/28/2011,12,3757,26.666666667
01/28/2011,13,3686,30
01/28/2011,14,3660,31
01/28/2011,15,3607,31
01/28/2011,16,3581,30.666666667
01/28/2011,17,3713,30
01/28/2011,18,4003,28.333333333
01/28/2011,19,3985,27
01/28/2011,20,3866,25
01/28/2011,21,3740,23
01/28/2011,22,3526,24
01/28/2011,23,3257,23.666666667
01/28/2011,24,3000,23
01/29/2011,1,2807,23
01/29/2011,2,2703,22.333333333
01/29/2011,3,2642,22.333333333
01/29/2011,4,2639,22.333333333
01/29/2011,5,2664,21.666666667
01/29/2011,6,2779,21.666666667
01/29/2011,7,2993,21.333333333
01/29/2011,8,3235,21.666666667
01/29/2011,9,3476,21.666666667
01/29/2011,10,3592,23.333333333
01/29/2011,11,3619,26.333333333
01/29/2011,12,3591,28.666666667
01/29/2011,13,3518,30.333333333
01/29/2011,14,3472,31.666666667
01/29/2011,15,3434,32.333333333
01/29/2011,16,3428,30.666666667
01/29/2011,17,3587,29.333333333
01/29/2011,18,3882,27
01/29/2011,19,3847,24.666666667
01/29/2011,20,3717,24
01/29/2011,21,3571,21.333333333
01/29/2011,22,3391,20.333333333
01/29/2011,23,3153,21
01/29/2011,24,2921,19.666666667
01/30/2011,1,2757,18.666666667
01/30/2011,2,2680,18.333333333
01/30/2011,3,2636,17.666666667
01/30/2011,4,2625,17
01/30/2011,5,2644,15
01/30/2011,6,2734,14.666666667
01/30/2011,7,2902,14.333333333
01/30/2011,8,3113,12.333333333
01/30/2011,9,3370,13.666666667
01/30/2011,10,3532,15
01/30/2011,11,3580,19
01/30/2011,12,3594,21
01/30/2011,13,3575,22.333333333
01/30/2011,14,3530,25.666666667
01/30/2011,15,3494,27
01/30/2011,16,3492,27
01/30/2011,17,3660,25.666666667
01/30/2011,18,4016,24.666666667
01/30/2011,19,4026,23.666666667
01/30/2011,20,3910,22.333333333
01/30/2011,21,3729,19.333333333
01/30/2011,22,3471,19
01/30/2011,23,3189,16.333333333
01/30/2011,24,2962,14.666666667
01/31/2011,1,2821,13.333333333
01/31/2011,2,2756,13.666666667
01/31/2011,3,2741,13.666666667
01/31/2011,4,2767,10.333333333
01/31/2011,5,2888,9.6666666667
01/31/2011,6,3195,8.3333333333
01/31/2011,7,3732,7
01/31/2011,8,3936,7
01/31/2011,9,3950,5.3333333333
01/31/2011,10,3917,8
01/31/2011,11,3916,9.6666666667
01/31/2011,12,3880,11.666666667
01/31/2011,13,3837,13.666666667
01/31/2011,14,3798,14.666666667
01/31/2011,15,3767,16.666666667
01/31/2011,16,3759,17
01/31/2011,17,3912,17.333333333
01/31/2011,18,4287,13.333333333
01/31/2011,19,4341,11.333333333
01/31/2011,20,4258,11.333333333
01/31/2011,21,4086,6.6666666667
01/31/2011,22,3808,6.3333333333
01/31/2011,23,3461,5.6666666667
01/31/2011,24,3178,4.3333333333
02/01/2011,1,3022,4.3333333333
02/01/2011,2,2924,4.3333333333
02/01/2011,3,2890,4.6666666667
02/01/2011,4,2898,5
02/01/2011,5,2999,5.3333333333
02/01/2011,6,3291,6.3333333333
02/01/2011,7,3801,7.3333333333
02/01/2011,8,4025,8.3333333333
02/01/2011,9,4035,8.6666666667
02/01/2011,10,4028,10
02/01/2011,11,4050,10.333333333
02/01/2011,12,4078,10.333333333
02/01/2011,13,4058,11.333333333
02/01/2011,14,4036,12
02/01/2011,15,3978,13
02/01/2011,16,3945,13.333333333
02/01/2011,17,4059,14
02/01/2011,18,4318,13.666666667
02/01/2011,19,4309,13.666666667
02/01/2011,20,4167,13.666666667
02/01/2011,21,3960,14.333333333
02/01/2011,22,3676,14.333333333
02/01/2011,23,3365,14
02/01/2011,24,3109,14.666666667
02/02/2011,1,2945,14.333333333
02/02/2011,2,2854,14.333333333
02/02/2011,3,2813,14.666666667
02/02/2011,4,2810,14.333333333
02/02/2011,5,2896,14.333333333
02/02/2011,6,3100,14
02/02/2011,7,3388,14
02/02/2011,8,3619,13.333333333
02/02/2011,9,3821,14
02/02/2011,10,3961,15.666666667
02/02/2011,11,4088,15.666666667
02/02/2011,12,4147,16.666666667
02/02/2011,13,4092,16.333333333
02/02/2011,14,3995,18
02/02/2011,15,3917,18.333333333
02/02/2011,16,3876,19
02/02/2011,17,4015,19
02/02/2011,18,4321,18.666666667
02/02/2011,19,4287,18.333333333
02/02/2011,20,4133,18.333333333
02/02/2011,21,3911,17.666666667
02/02/2011,22,3608,16
02/02/2011,23,3264,15
02/02/2011,24,3030,14.333333333
02/03/2011,1,2880,14.333333333
02/03/2011,2,2817,14.666666667
02/03/2011,3,2784,14
02/03/2011,4,2794,14.333333333
02/03/2011,5,2897,12.333333333
02/03/2011,6,3192,11.666666667
02/03/2011,7,3665,12.666666667
02/03/2011,8,3814,12.666666667
02/03/2011,9,3817,12.666666667
02/03/2011,10,3818,16
02/03/2011,11,3831,17.333333333
02/03/2011,12,3780,18.666666667
02/03/2011,13,3724,20
02/03/2011,14,3686,22
02/03/2011,15,3641,23
02/03/2011,16,3642,23.333333333
02/03/2011,17,3760,22.666666667
02/03/2011,18,4083,21
02/03/2011,19,4181,16.666666667
02/03/2011,20,4115,15
02/03/2011,21,3962,13.333333333
02/03/2011,22,3726,12.666666667
02/03/2011,23,3426,10
02/03/2011,24,3170,9.3333333333
02/04/2011,1,3003,9.3333333333
02/04/2011,2,2927,7.6666666667
02/04/2011,3,2903,7
02/04/2011,4,2915,4
02/04/2011,5,3000,3.6666666667
02/04/2011,6,3289,5.6666666667
02/04/2011,7,3751,5.6666666667
02/04/2011,8,3925,4
02/04/2011,9,3921,4.3333333333
02/04/2011,10,3885,8.6666666667
02/04/2011,11,3843,17.666666667
02/04/2011,12,3771,25.333333333
