Date,Hour,load,T
01/06/2012,5,2935,20
01/06/2012,6,3201,20.666666667
01/06/2012,7,3643,22
01/06/2012,8,3887,23.666666667
01/06/2012,9,3907,24
01/06/2012,10,3929,25.333333333
01/06/2012,11,3942,26
01/06/2012,12,3902,28
01/06/2012,13,3840,29.666666667
01/06/2012,14,3782,30
01/06/2012,15,3722,31.333333333
01/06/2012,16,3751,31.666666667
01/06/2012,17,3955,32
01/06/2012,18,4109,31
01/06/2012,19,4032,30
01/06/2012,20,3926,30.333333333
01/06/2012,21,3740,29.666666667
01/06/2012,22,3521,29.666666667
01/06/2012,23,3244,27.333333333
01/06/2012,24,2981,27.666666667
01/07/2012,1,2790,27.666666667
01/07/2012,2,2685,29
01/07/2012,3,2624,26
01/07/2012,4,2604,26.333333333
01/07/2012,5,2633,26.666666667
01/07/2012,6,2724,26.333333333
01/07/2012,7,2914,26
01/07/2012,8,3128,25.333333333
01/07/2012,9,3329,26.666666667
01/07/2012,10,3466,29.333333333
01/07/2012,11,3505,32
01/07/2012,12,3473,34.333333333
01/07/2012,13,3411,37.666666667
01/07/2012,14,3359,39.333333333
01/07/2012,15,3344,39.666666667
01/07/2012,16,3394,39
01/07/2012,17,3630,38.333333333
01/07/2012,18,3817,36.333333333
01/07/2012,19,3746,33.333333333
01/07/2012,20,3609,32.333333333
01/07/2012,21,3487,31
01/07/2012,22,3285,29.666666667
01/07/2012,23,3062,30
01/07/2012,24,2850,37.333333333
01/08/2012,1,2654,32.333333333
01/08/2012,2,2567,30.666666667
01/08/2012,3,2504,29.333333333
01/08/2012,4,2506,28.666666667
01/08/2012,5,2535,28.333333333
01/08/2012,6,2612,30
01/08/2012,7,2771,31.333333333
01/08/2012,8,2976,28
01/08/2012,9,3215,29.333333333
01/08/2012,10,3363,32.333333333
01/08/2012,11,3463,36
01/08/2012,12,3496,35
01/08/2012,13,3507,35.666666667
01/08/2012,14,3481,34
01/08/2012,15,3476,34
01/08/2012,16,3523,32.666666667
01/08/2012,17,3823,32.333333333
01/08/2012,18,4070,31
01/08/2012,19,4024,29
01/08/2012,20,3887,26.333333333
01/08/2012,21,3711,25.333333333
01/08/2012,22,3465,24.333333333
01/08/2012,23,3183,22.666666667
01/08/2012,24,2955,21.333333333
01/09/2012,1,2820,20.666666667
01/09/2012,2,2759,19.333333333
01/09/2012,3,2739,18.666666667
01/09/2012,4,2740,18.666666667
01/09/2012,5,2851,18
01/09/2012,6,3142,18
01/09/2012,7,3643,18.666666667
01/09/2012,8,3896,18
01/09/2012,9,3900,19.333333333
01/09/2012,10,3910,22.333333333
01/09/2012,11,3921,24.666666667
01/09/2012,12,3888,27
01/09/2012,13,3826,29.333333333
01/09/2012,14,3782,30
01/09/2012,15,3721,32.666666667
01/09/2012,16,3721,33.666666667
01/09/2012,17,3987,32.666666667
01/09/2012,18,4270,30.666666667
01/09/2012,19,4244,30.333333333
01/09/2012,20,4112,30.333333333
01/09/2012,21,3925,28.333333333
01/09/2012,22,3635,28
01/09/2012,23,3317,28.333333333
01/09/2012,24,3069,29
01/10/2012,1,2908,30
01/10/2012,2,2836,29.666666667
01/10/2012,3,2788,30
01/10/2012,4,2788,30.666666667
01/10/2012,5,2860,31.333333333
01/10/2012,6,3113,31.666666667
01/10/2012,7,3589,30.666666667
01/10/2012,8,3813,30
01/10/2012,9,3822,30.333333333
01/10/2012,10,3849,31.333333333
01/10/2012,11,3869,33
01/10/2012,12,3844,35.333333333
01/10/2012,13,3781,37
01/10/2012,14,3747,38.666666667
01/10/2012,15,3686,40
01/10/2012,16,3689,39.666666667
01/10/2012,17,3956,39
01/10/2012,18,4182,37.333333333
01/10/2012,19,4159,35.333333333
01/10/2012,20,4061,33
01/10/2012,21,3890,32
01/10/2012,22,3612,29.666666667
01/10/2012,23,3286,28.333333333
01/10/2012,24,3030,28.333333333
01/11/2012,1,2872,27.666666667
01/11/2012,2,2796,25.333333333
01/11/2012,3,2766,25.333333333
01/11/2012,4,2784,23.666666667
01/11/2012,5,2887,22.333333333
01/11/2012,6,3185,20.666666667
01/11/2012,7,3661,19.666666667
01/11/2012,8,3875,19
01/11/2012,9,3861,18.666666667
01/11/2012,10,3833,21
01/11/2012,11,3822,23.333333333
01/11/2012,12,3794,25.333333333
01/11/2012,13,3734,27
01/11/2012,14,3720,28.333333333
01/11/2012,15,3693,28.666666667
01/11/2012,16,3721,28.333333333
01/11/2012,17,3977,27.333333333
01/11/2012,18,4186,27.333333333
01/11/2012,19,4152,27
01/11/2012,20,4043,26.666666667
01/11/2012,21,3873,26.333333333
01/11/2012,22,3572,25.666666667
01/11/2012,23,3237,26.666666667
01/11/2012,24,2977,26.666666667
01/12/2012,1,2812,27.666666667
01/12/2012,2,2709,27
01/12/2012,3,2667,27.333333333
01/12/2012,4,2668,27.666666667
01/12/2012,5,2748,30.666666667
01/12/2012,6,3009,31.333333333
01/12/2012,7,3403,30.666666667
01/12/2012,8,3675,29.666666667
01/12/2012,9,3769,29
01/12/2012,10,3844,28
01/12/2012,11,3928,29
01/12/2012,12,3977,28.666666667
01/12/2012,13,3956,28
01/12/2012,14,3928,28.666666667
01/12/2012,15,3875,29.666666667
01/12/2012,16,3834,30.333333333
01/12/2012,17,4020,30.333333333
01/12/2012,18,4251,30.666666667
01/12/2012,19,4207,30
01/12/2012,20,4057,30
01/12/2012,21,3844,30.333333333
01/12/2012,22,3527,30.333333333
01/12/2012,23,3192,30
01/12/2012,24,2924,29.666666667
01/13/2012,1,2747,30
01/13/2012,2,2665,29.666666667
01/13/2012,3,2629,29.666666667
01/13/2012,4,2633,29.666666667
01/13/2012,5,2715,30
01/13/2012,6,2971,30
01/13/2012,7,3418,30
01/13/2012,8,3681,29.333333333
01/13/2012,9,3768,29.333333333
01/13/2012,10,3818,30.333333333
01/13/2012,11,3856,30.666666667
01/13/2012,12,3850,32.333333333
01/13/2012,13,3809,32.666666667
01/13/2012,14,3764,32
01/13/2012,15,3680,33.666666667
01/13/2012,16,3656,35
01/13/2012,17,3858,33.333333333
01/13/2012,18,4091,31.333333333
01/13/2012,19,4052,29.333333333
01/13/2012,20,3951,28.333333333
01/13/2012,21,3822,27.333333333
01/13/2012,22,3610,28
01/13/2012,23,3355,28
01/13/2012,24,3104,29
01/14/2012,1,2909,29
01/14/2012,2,2805,28.666666667
01/14/2012,3,2751,28
01/14/2012,4,2744,27.333333333
01/14/2012,5,2784,26.333333333
01/14/2012,6,2894,25.666666667
01/14/2012,7,3096,24.333333333
01/14/2012,8,3344,23
01/14/2012,9,3573,22.333333333
01/14/2012,10,3751,21.666666667
01/14/2012,11,3815,20.333333333
01/14/2012,12,3798,20
01/14/2012,13,3737,19.666666667
01/14/2012,14,3677,19
01/14/2012,15,3666,18.333333333
01/14/2012,16,3694,18
01/14/2012,17,3963,17
01/14/2012,18,4248,14
01/14/2012,19,4210,12
01/14/2012,20,4119,11
01/14/2012,21,3972,9.6666666667
01/14/2012,22,3795,8.3333333333
01/14/2012,23,3594,7.6666666667
01/14/2012,24,3361,6
01/15/2012,1,3153,4.3333333333
01/15/2012,2,3051,3.3333333333
01/15/2012,3,3012,2
01/15/2012,4,3012,1
01/15/2012,5,3046,1
01/15/2012,6,3128,0
01/15/2012,7,3271,0
01/15/2012,8,3476,-0.333333333
01/15/2012,9,3725,-0.333333333
01/15/2012,10,3874,1.3333333333
01/15/2012,11,3954,3.6666666667
01/15/2012,12,3945,5.3333333333
01/15/2012,13,3924,7
01/15/2012,14,3863,8.6666666667
01/15/2012,15,3845,8.6666666667
01/15/2012,16,3871,9
01/15/2012,17,4160,9
01/15/2012,18,4441,6.6666666667
01/15/2012,19,4405,5.6666666667
01/15/2012,20,4253,4
01/15/2012,21,4113,3
01/15/2012,22,3853,1
01/15/2012,23,3579,0.6666666667
01/15/2012,24,3365,0
01/16/2012,1,3220,0
01/16/2012,2,3138,0
01/16/2012,3,3114,-0.666666667
01/16/2012,4,3124,-1.333333333
01/16/2012,5,3209,-2
01/16/2012,6,3414,-2.333333333
01/16/2012,7,3759,-4.666666667
01/16/2012,8,4001,-4
01/16/2012,9,4147,-3.666666667
01/16/2012,10,4215,1.3333333333
01/16/2012,11,4242,9
01/16/2012,12,4187,13
01/16/2012,13,4083,16.666666667
01/16/2012,14,4028,20.333333333
01/16/2012,15,3972,22.666666667
01/16/2012,16,3961,23.333333333
01/16/2012,17,4193,24
01/16/2012,18,4433,24
01/16/2012,19,4370,23
01/16/2012,20,4230,24.333333333
01/16/2012,21,4018,26.666666667
01/16/2012,22,3707,26.666666667
01/16/2012,23,3372,27.333333333
01/16/2012,24,3091,28.666666667
01/17/2012,1,2915,29
01/17/2012,2,2799,29
01/17/2012,3,2757,29
01/17/2012,4,2753,29.333333333
01/17/2012,5,2839,29.666666667
01/17/2012,6,3121,29.333333333
01/17/2012,7,3574,29.333333333
01/17/2012,8,3775,29.666666667
01/17/2012,9,3783,29
01/17/2012,10,3770,30.666666667
01/17/2012,11,3761,32.333333333
01/17/2012,12,3758,33.666666667
01/17/2012,13,3722,35
01/17/2012,14,3704,36.333333333
01/17/2012,15,3687,35.666666667
01/17/2012,16,3728,35.333333333
01/17/2012,17,3967,34.666666667
01/17/2012,18,4153,35
01/17/2012,19,4103,34.666666667
01/17/2012,20,3974,36.666666667
01/17/2012,21,3752,37.333333333
01/17/2012,22,3454,37.666666667
01/17/2012,23,3114,38
01/17/2012,24,2836,39
01/18/2012,1,2670,39.333333333
01/18/2012,2,2581,39.666666667
01/18/2012,3,2541,41.666666667
01/18/2012,4,2542,41.333333333
01/18/2012,5,2653,39
01/18/2012,6,2932,37.333333333
01/18/2012,7,3415,35
01/18/2012,8,3634,33.333333333
01/18/2012,9,3654,31.666666667
01/18/2012,10,3680,30
01/18/2012,11,3709,29.666666667
01/18/2012,12,3714,28.666666667
01/18/2012,13,3692,28
01/18/2012,14,3691,27.333333333
01/18/2012,15,3682,26.666666667
01/18/2012,16,3712,25.333333333
01/18/2012,17,3981,24
01/18/2012,18,4332,21.666666667
01/18/2012,19,4356,19
01/18/2012,20,4276,18
01/18/2012,21,4080,17.333333333
01/18/2012,22,3826,16
01/18/2012,23,3547,15
01/18/2012,24,3292,13.333333333
01/19/2012,1,3144,11.333333333
01/19/2012,2,3058,11
01/19/2012,3,3023,9.6666666667
01/19/2012,4,3032,8
01/19/2012,5,3141,6
01/19/2012,6,3429,6.3333333333
01/19/2012,7,3942,5
01/19/2012,8,4138,4.6666666667
01/19/2012,9,4107,5.3333333333
01/19/2012,10,4100,11.666666667
01/19/2012,11,4072,16
01/19/2012,12,4016,18.333333333
01/19/2012,13,3937,20.666666667
01/19/2012,14,3883,23.333333333
01/19/2012,15,3823,24.666666667
01/19/2012,16,3857,25
01/19/2012,17,4089,24
01/19/2012,18,4367,24.666666667
01/19/2012,19,4327,25
01/19/2012,20,4244,25
01/19/2012,21,4046,25.333333333
01/19/2012,22,3769,25.333333333
01/19/2012,23,3459,26
01/19/2012,24,3187,25.333333333
01/20/2012,1,3005,26.333333333
01/20/2012,2,2895,26.333333333
01/20/2012,3,2848,27.333333333
01/20/2012,4,2853,23
01/20/2012,5,2954,22
01/20/2012,6,3214,18.666666667
01/20/2012,7,3684,17.333333333
01/20/2012,8,3894,16.333333333
01/20/2012,9,3913,15.333333333
01/20/2012,10,3923,18
01/20/2012,11,3925,20
01/20/2012,12,3901,23
01/20/2012,13,3856,25
01/20/2012,14,3826,24.666666667
01/20/2012,15,3778,24
01/20/2012,16,3778,23.666666667
01/20/2012,17,3940,22
01/20/2012,18,4220,19.666666667
01/20/2012,19,4198,17
01/20/2012,20,4092,15.666666667
01/20/2012,21,3942,14
01/20/2012,22,3758,12.333333333
01/20/2012,23,3492,12.333333333
01/20/2012,24,3240,11
01/21/2012,1,3075,10.666666667
01/21/2012,2,2977,10
01/21/2012,3,2915,10
01/21/2012,4,2877,11
01/21/2012,5,2914,11.333333333
01/21/2012,6,3009,11.666666667
01/21/2012,7,3224,11.666666667
01/21/2012,8,3460,11.666666667
01/21/2012,9,3702,11
01/21/2012,10,3895,11.333333333
01/21/2012,11,3975,12
01/21/2012,12,3972,13
01/21/2012,13,3933,14
01/21/2012,14,3868,14.666666667
01/21/2012,15,3816,15.666666667
01/21/2012,16,3804,17
01/21/2012,17,3961,17
01/21/2012,18,4185,15
01/21/2012,19,4137,14
01/21/2012,20,4002,12.666666667
01/21/2012,21,3871,10.666666667
01/21/2012,22,3674,9.3333333333
01/21/2012,23,3428,7
01/21/2012,24,3195,6.3333333333
01/22/2012,1,3030,3.6666666667
01/22/2012,2,2957,2.6666666667
01/22/2012,3,2933,0.3333333333
01/22/2012,4,2906,1.3333333333
01/22/2012,5,2932,-0.333333333
01/22/2012,6,3021,-1.333333333
01/22/2012,7,3194,-1.333333333
01/22/2012,8,3394,-2.666666667
01/22/2012,9,3628,-0.333333333
01/22/2012,10,3744,3.6666666667
01/22/2012,11,3783,10
01/22/2012,12,3737,15.666666667
01/22/2012,13,3673,19
01/22/2012,14,3614,22
01/22/2012,15,3600,23.333333333
01/22/2012,16,3589,23.666666667
01/22/2012,17,3774,24
01/22/2012,18,4022,22
01/22/2012,19,4021,20
01/22/2012,20,3922,19
01/22/2012,21,3752,18.333333333
01/22/2012,22,3488,19.333333333
01/22/2012,23,3212,20.333333333
01/22/2012,24,2971,23
01/23/2012,1,2808,22.666666667
01/23/2012,2,2722,24
01/23/2012,3,2684,24.333333333
01/23/2012,4,2697,24.333333333
01/23/2012,5,2791,24.666666667
01/23/2012,6,3069,25.333333333
01/23/2012,7,3544,25.666666667
01/23/2012,8,3769,27
01/23/2012,9,3813,28
01/23/2012,10,3859,28.666666667
01/23/2012,11,3894,30
01/23/2012,12,3899,32
01/23/2012,13,3853,33.333333333
01/23/2012,14,3817,34.666666667
01/23/2012,15,3764,34.666666667
01/23/2012,16,3777,34.666666667
01/23/2012,17,3952,34.333333333
01/23/2012,18,4172,34.333333333
01/23/2012,19,4130,33.666666667
01/23/2012,20,3984,34.666666667
01/23/2012,21,3764,34.666666667
01/23/2012,22,3466,37.666666667
01/23/2012,23,3131,38.333333333
01/23/2012,24,2862,39.333333333
01/24/2012,1,2708,40.333333333
01/24/2012,2,2582,41.333333333
01/24/2012,3,2534,41
01/24/2012,4,2528,41
01/24/2012,5,2624,41.333333333
01/24/2012,6,2889,39.333333333
01/24/2012,7,3363,37.666666667
01/24/2012,8,3590,35.666666667
01/24/2012,9,3608,36.333333333
01/24/2012,10,3602,37
01/24/2012,11,3619,38
01/24/2012,12,3610,39
01/24/2012,13,3568,43
01/24/2012,14,3538,46.333333333
01/24/2012,15,3505,45.666666667
01/24/2012,16,3510,45.333333333
01/24/2012,17,3708,43
01/24/2012,18,3984,42.333333333
01/24/2012,19,3966,41
01/24/2012,20,3842,39.333333333
01/24/2012,21,3666,39
01/24/2012,22,3369,38.333333333
01/24/2012,23,3078,38.333333333
01/24/2012,24,2813,37.666666667
01/25/2012,1,2653,37
01/25/2012,2,2563,36.333333333
01/25/2012,3,2521,35
01/25/2012,4,2537,34.333333333
01/25/2012,5,2627,33.666666667
01/25/2012,6,2917,33.666666667
01/25/2012,7,3407,33.666666667
01/25/2012,8,3657,33.333333333
01/25/2012,9,3655,33.666666667
01/25/2012,10,3684,34
01/25/2012,11,3696,34.666666667
01/25/2012,12,3698,34.333333333
01/25/2012,13,3658,34.666666667
01/25/2012,14,3628,35.333333333
01/25/2012,15,3574,36
01/25/2012,16,3579,36
01/25/2012,17,3757,35
01/25/2012,18,4098,33
01/25/2012,19,4107,31.666666667
01/25/2012,20,4001,30.666666667
01/25/2012,21,3824,30
01/25/2012,22,3536,29.666666667
01/25/2012,23,3214,29.666666667
01/25/2012,24,2952,29.666666667
01/26/2012,1,2786,29.333333333
01/26/2012,2,2701,29.333333333
01/26/2012,3,2669,28.666666667
01/26/2012,4,2670,28.333333333
01/26/2012,5,2778,28
01/26/2012,6,3050,27.333333333
01/26/2012,7,3560,27
01/26/2012,8,3768,25.666666667
01/26/2012,9,3736,25.333333333
01/26/2012,10,3707,28.666666667
01/26/2012,11,3687,31
01/26/2012,12,3629,33.333333333
01/26/2012,13,3567,35.333333333
01/26/2012,14,3548,35.333333333
01/26/2012,15,3524,36.333333333
01/26/2012,16,3533,35.333333333
01/26/2012,17,3733,34.333333333
01/26/2012,18,4031,34
01/26/2012,19,4025,33.333333333
01/26/2012,20,3921,32
01/26/2012,21,3750,31
01/26/2012,22,3471,31
01/26/2012,23,3163,30.666666667
01/26/2012,24,2899,30.333333333
01/27/2012,1,2736,31
01/27/2012,2,2627,32.333333333
01/27/2012,3,2597,32.666666667
01/27/2012,4,2568,32.666666667
01/27/2012,5,2663,33.333333333
01/27/2012,6,2919,34
01/27/2012,7,3325,34
01/27/2012,8,3604,34.666666667
01/27/2012,9,3708,35
01/27/2012,10,3784,35.666666667
01/27/2012,11,3843,36.333333333
01/27/2012,12,3856,37.333333333
01/27/2012,13,3810,37.666666667
01/27/2012,14,3772,36.666666667
01/27/2012,15,3703,36.333333333
01/27/2012,16,3680,36.666666667
01/27/2012,17,3814,36.666666667
01/27/2012,18,3983,35.666666667
01/27/2012,19,3924,35.333333333
01/27/2012,20,3779,34.333333333
01/27/2012,21,3599,35
01/27/2012,22,3385,35.666666667
01/27/2012,23,3111,35.666666667
01/27/2012,24,2864,36
01/28/2012,1,2679,35.666666667
01/28/2012,2,2570,36.333333333
01/28/2012,3,2512,35.666666667
01/28/2012,4,2505,36
01/28/2012,5,2537,35.333333333
01/28/2012,6,2657,35
01/28/2012,7,2856,34
01/28/2012,8,3079,33.666666667
01/28/2012,9,3292,33
01/28/2012,10,3416,36
01/28/2012,11,3440,37
01/28/2012,12,3408,38.666666667
01/28/2012,13,3349,40
01/28/2012,14,3269,40.333333333
01/28/2012,15,3216,41
01/28/2012,16,3210,40.666666667
01/28/2012,17,3398,39.666666667
01/28/2012,18,3726,38.333333333
01/28/2012,19,3723,37.333333333
01/28/2012,20,3588,36.666666667
01/28/2012,21,3447,36.333333333
01/28/2012,22,3243,37
01/28/2012,23,3021,35
01/28/2012,24,2787,36.666666667
01/29/2012,1,2615,36
01/29/2012,2,2541,34.666666667
01/29/2012,3,2502,34.333333333
01/29/2012,4,2488,34
01/29/2012,5,2529,33.333333333
01/29/2012,6,2610,32.666666667
01/29/2012,7,2767,32
01/29/2012,8,2959,31.333333333
01/29/2012,9,3209,31.666666667
01/29/2012,10,3351,32
01/29/2012,11,3404,34
01/29/2012,12,3419,35
01/29/2012,13,3393,35.666666667
01/29/2012,14,3352,37.666666667
01/29/2012,15,3303,38.333333333
01/29/2012,16,3315,38.666666667
01/29/2012,17,3524,37.666666667
01/29/2012,18,3898,35.666666667
01/29/2012,19,3907,32.333333333
01/29/2012,20,3770,32.666666667
01/29/2012,21,3587,30
01/29/2012,22,3322,30.666666667
01/29/2012,23,3038,32.333333333
01/29/2012,24,2822,29.333333333
01/30/2012,1,2677,28
01/30/2012,2,2615,27.333333333
01/30/2012,3,2602,27.333333333
01/30/2012,4,2619,28.333333333
01/30/2012,5,2732,28.666666667
01/30/2012,6,3000,28.333333333
01/30/2012,7,3514,27.666666667
01/30/2012,8,3753,26.666666667
01/30/2012,9,3773,26.333333333
01/30/2012,10,3794,28
01/30/2012,11,3813,28
01/30/2012,12,3781,29.666666667
01/30/2012,13,3739,31
01/30/2012,14,3694,31.666666667
01/30/2012,15,3645,30
01/30/2012,16,3673,30
01/30/2012,17,3836,30
01/30/2012,18,4177,28
01/30/2012,19,4214,26.666666667
01/30/2012,20,4094,25.666666667
01/30/2012,21,3914,24.666666667
01/30/2012,22,3627,22.666666667
01/30/2012,23,3311,21
01/30/2012,24,3046,20.666666667
01/31/2012,1,2896,20.666666667
01/31/2012,2,2807,21.333333333
01/31/2012,3,2758,21.333333333
01/31/2012,4,2749,22
01/31/2012,5,2843,22.666666667
01/31/2012,6,3110,23
01/31/2012,7,3585,24
01/31/2012,8,3809,24
01/31/2012,9,3824,24.666666667
01/31/2012,10,3829,25.333333333
01/31/2012,11,3842,26.333333333
01/31/2012,12,3831,27.333333333
01/31/2012,13,3789,28
01/31/2012,14,3762,28.666666667
01/31/2012,15,3696,29.333333333
01/31/2012,16,3666,29.666666667
01/31/2012,17,3808,29.333333333
01/31/2012,18,4098,29.666666667
01/31/2012,19,4101,29
01/31/2012,20,3979,29
01/31/2012,21,3773,28.666666667
01/31/2012,22,3478,28.666666667
01/31/2012,23,3148,28.666666667
01/31/2012,24,2888,28.333333333
02/01/2012,1,2728,28
02/01/2012,2,2629,28
02/01/2012,3,2589,28
02/01/2012,4,2597,30.333333333
02/01/2012,5,2681,31.666666667
02/01/2012,6,2966,32
02/01/2012,7,3456,32.333333333
02/01/2012,8,3693,32.666666667
02/01/2012,9,3690,31.666666667
02/01/2012,10,3706,33.333333333
02/01/2012,11,3733,34.333333333
02/01/2012,12,3738,35
02/01/2012,13,3696,36
02/01/2012,14,3654,37
02/01/2012,15,3586,37.333333333
02/01/2012,16,3557,38.333333333
02/01/2012,17,3681,39.666666667
02/01/2012,18,3983,38
02/01/2012,19,4004,33.666666667
02/01/2012,20,3890,33
02/01/2012,21,3706,35
02/01/2012,22,3416,38
02/01/2012,23,3090,36.333333333
02/01/2012,24,2814,33.333333333
02/02/2012,1,2639,33.333333333
02/02/2012,2,2545,33.333333333
02/02/2012,3,2502,33.666666667
02/02/2012,4,2510,33
02/02/2012,5,2603,32.666666667
02/02/2012,6,2888,32.333333333
02/02/2012,7,3398,31
02/02/2012,8,3616,30.333333333
02/02/2012,9,3634,29.666666667
02/02/2012,10,3667,29.666666667
02/02/2012,11,3713,30
02/02/2012,12,3701,30.333333333
02/02/2012,13,3671,31
02/02/2012,14,3664,30.333333333
02/02/2012,15,3642,30.333333333
02/02/2012,16,3648,28.666666667
02/02/2012,17,3800,28.333333333
02/02/2012,18,4064,27.333333333
02/02/2012,19,4084,26
02/02/2012,20,3997,25.666666667
02/02/2012,21,3831,25.333333333
02/02/2012,22,3562,24
02/02/2012,23,3256,24
02/02/2012,24,3010,23.333333333
02/03/2012,1,2837,22.666666667
02/03/2012,2,2746,21.666666667
02/03/2012,3,2723,21
02/03/2012,4,2733,19.666666667
02/03/2012,5,2829,19
02/03/2012,6,3114,19
02/03/2012,7,3602,18.666666667
02/03/2012,8,3809,17.333333333
02/03/2012,9,3817,19
02/03/2012,10,3798,21.666666667
02/03/2012,11,3782,23.666666667
02/03/2012,12,3749,26.666666667
02/03/2012,13,3675,30
02/03/2012,14,3628,31.333333333
02/03/2012,15,3568,31.666666667
02/03/2012,16,3550,32.333333333
02/03/2012,17,3663,32.333333333
02/03/2012,18,3937,30.333333333
02/03/2012,19,3956,30.333333333
02/03/2012,20,3859,27.666666667
02/03/2012,21,3716,27
02/03/2012,22,3502,27.333333333
02/03/2012,23,3254,28
02/03/2012,24,2967,28.666666667
02/04/2012,1,2777,27.333333333
02/04/2012,2,2677,26.333333333
02/04/2012,3,2624,26
02/04/2012,4,2607,25.666666667
02/04/2012,5,2639,26
02/04/2012,6,2744,24.333333333
02/04/2012,7,2964,23.333333333
02/04/2012,8,3203,22.666666667
02/04/2012,9,3420,24
02/04/2012,10,3542,26.666666667
02/04/2012,11,3569,27.666666667
02/04/2012,12,3522,29.666666667
02/04/2012,13,3445,30.333333333
02/04/2012,14,3369,31.333333333
02/04/2012,15,3323,31
02/04/2012,16,3330,32.333333333
02/04/2012,17,3487,30.666666667
02/04/2012,18,3832,28
02/04/2012,19,3890,26
02/04/2012,20,3784,24
02/04/2012,21,3653,23
02/04/2012,22,3439,21.333333333
02/04/2012,23,3211,19.333333333
02/04/2012,24,2992,18.333333333
