Date,Hour,load,T
01/04/2013,14,3943,32
01/04/2013,15,3889,34.666666667
01/04/2013,16,3860,34
01/04/2013,17,4076,34.333333333
01/04/2013,18,4247,33.666666667
01/04/2013,19,4180,33.666666667
01/04/2013,20,4036,34
01/04/2013,21,3883,33.333333333
01/04/2013,22,3649,33.333333333
01/04/2013,23,3373,33.333333333
01/04/2013,24,3089,32.666666667
01/05/2013,1,2891,33
01/05/2013,2,2786,33
01/05/2013,3,2712,33.333333333
01/05/2013,4,2694,32.666666667
01/05/2013,5,2714,32.333333333
01/05/2013,6,2841,32
01/05/2013,7,3033,32.333333333
01/05/2013,8,3243,30.666666667
01/05/2013,9,3456,31.333333333
01/05/2013,10,3607,31.666666667
01/05/2013,11,3631,30
01/05/2013,12,3607,30.333333333
01/05/2013,13,3548,30.333333333
01/05/2013,14,3481,30.666666667
01/05/2013,15,3454,31
01/05/2013,16,3496,30
01/05/2013,17,3765,29
01/05/2013,18,4051,26.333333333
01/05/2013,19,4010,24.666666667
01/05/2013,20,3893,20.333333333
01/05/2013,21,3754,20
01/05/2013,22,3577,15.666666667
01/05/2013,23,3342,16
01/05/2013,24,3096,15
01/06/2013,1,2918,15.666666667
01/06/2013,2,2814,16.333333333
01/06/2013,3,2762,16.666666667
01/06/2013,4,2736,17.666666667
01/06/2013,5,2758,19
01/06/2013,6,2832,19.333333333
01/06/2013,7,2990,20.666666667
01/06/2013,8,3183,22
01/06/2013,9,3415,22
01/06/2013,10,3583,23.333333333
01/06/2013,11,3641,26
01/06/2013,12,3631,28.666666667
01/06/2013,13,3594,31.666666667
01/06/2013,14,3531,34
01/06/2013,15,3480,35.666666667
01/06/2013,16,3500,36
01/06/2013,17,3821,35.666666667
01/06/2013,18,4097,33.666666667
01/06/2013,19,4030,33.666666667
01/06/2013,20,3874,32
01/06/2013,21,3672,31.666666667
01/06/2013,22,3381,28.333333333
01/06/2013,23,3112,27
01/06/2013,24,2887,28
01/07/2013,1,2736,26.333333333
01/07/2013,2,2669,25
01/07/2013,3,2652,24.666666667
01/07/2013,4,2678,23.666666667
01/07/2013,5,2797,22.666666667
01/07/2013,6,3077,22.666666667
01/07/2013,7,3567,23.333333333
01/07/2013,8,3785,23.666666667
01/07/2013,9,3824,22.333333333
01/07/2013,10,3850,22
01/07/2013,11,3851,22
01/07/2013,12,3815,23.333333333
01/07/2013,13,3765,25
01/07/2013,14,3725,26
01/07/2013,15,3687,27
01/07/2013,16,3731,26.333333333
01/07/2013,17,3990,26
01/07/2013,18,4311,22.666666667
01/07/2013,19,4325,19.333333333
01/07/2013,20,4197,16.666666667
01/07/2013,21,4018,16.666666667
01/07/2013,22,3742,18.333333333
01/07/2013,23,3427,18.333333333
01/07/2013,24,3152,17
01/08/2013,1,2991,16.666666667
01/08/2013,2,2903,17.666666667
01/08/2013,3,2874,19.666666667
01/08/2013,4,2880,19.666666667
01/08/2013,5,2978,20
01/08/2013,6,3254,19
01/08/2013,7,3728,19
01/08/2013,8,3908,20
01/08/2013,9,3909,20
01/08/2013,10,3896,22.333333333
01/08/2013,11,3835,26.666666667
01/08/2013,12,3783,30.666666667
01/08/2013,13,3730,35.666666667
01/08/2013,14,3685,38.333333333
01/08/2013,15,3634,39.666666667
01/08/2013,16,3663,40.333333333
01/08/2013,17,3930,39
01/08/2013,18,4213,34.333333333
01/08/2013,19,4196,30.333333333
01/08/2013,20,4076,28.666666667
01/08/2013,21,3874,25.666666667
01/08/2013,22,3592,23.333333333
01/08/2013,23,3263,22.333333333
01/08/2013,24,2981,21.666666667
01/09/2013,1,2836,21.333333333
01/09/2013,2,2750,20
01/09/2013,3,2719,19.666666667
01/09/2013,4,2728,19.333333333
01/09/2013,5,2836,17.333333333
01/09/2013,6,3123,16.666666667
01/09/2013,7,3634,16
01/09/2013,8,3847,14.666666667
01/09/2013,9,3842,16.333333333
01/09/2013,10,3828,18.333333333
01/09/2013,11,3801,26.666666667
01/09/2013,12,3776,30
01/09/2013,13,3760,31.666666667
01/09/2013,14,3755,34
01/09/2013,15,3739,34
01/09/2013,16,3770,35
01/09/2013,17,4008,36.666666667
01/09/2013,18,4191,37
01/09/2013,19,4141,37
01/09/2013,20,4016,34.666666667
01/09/2013,21,3810,35.666666667
01/09/2013,22,3535,34.666666667
01/09/2013,23,3196,34
01/09/2013,24,2927,38.666666667
01/10/2013,1,2749,39.666666667
01/10/2013,2,2670,38.666666667
01/10/2013,3,2645,39.666666667
01/10/2013,4,2631,38.666666667
01/10/2013,5,2739,38
01/10/2013,6,3030,37.666666667
01/10/2013,7,3521,37.666666667
01/10/2013,8,3712,37.666666667
01/10/2013,9,3698,37.666666667
01/10/2013,10,3699,39
01/10/2013,11,3719,39.333333333
01/10/2013,12,3686,40.333333333
01/10/2013,13,3632,40.666666667
01/10/2013,14,3595,40.666666667
01/10/2013,15,3563,41
01/10/2013,16,3584,40.666666667
01/10/2013,17,3825,39.666666667
01/10/2013,18,4100,37
01/10/2013,19,4086,36
01/10/2013,20,3971,35.666666667
01/10/2013,21,3793,34
01/10/2013,22,3509,31.333333333
01/10/2013,23,3190,29
01/10/2013,24,2924,29
01/11/2013,1,2768,26
01/11/2013,2,2687,24.333333333
01/11/2013,3,2665,24
01/11/2013,4,2667,23
01/11/2013,5,2771,22
01/11/2013,6,3058,21.333333333
01/11/2013,7,3556,20
01/11/2013,8,3749,20.333333333
01/11/2013,9,3754,21.333333333
01/11/2013,10,3755,24.666666667
01/11/2013,11,3743,31
01/11/2013,12,3717,32.333333333
01/11/2013,13,3674,34.333333333
01/11/2013,14,3658,35
01/11/2013,15,3633,35.666666667
01/11/2013,16,3634,35.666666667
01/11/2013,17,3844,36
01/11/2013,18,3997,35.333333333
01/11/2013,19,3921,35.333333333
01/11/2013,20,3784,34.666666667
01/11/2013,21,3626,34.666666667
01/11/2013,22,3425,34.333333333
01/11/2013,23,3142,34
01/11/2013,24,2875,34.333333333
01/12/2013,1,2692,34.666666667
01/12/2013,2,2577,35
01/12/2013,3,2521,35.333333333
01/12/2013,4,2494,35.333333333
01/12/2013,5,2534,35.333333333
01/12/2013,6,2639,35.666666667
01/12/2013,7,2838,35.666666667
01/12/2013,8,3075,36
01/12/2013,9,3325,36.333333333
01/12/2013,10,3498,37
01/12/2013,11,3556,37.666666667
01/12/2013,12,3551,39
01/12/2013,13,3493,40.333333333
01/12/2013,14,3426,40.666666667
01/12/2013,15,3376,41.333333333
01/12/2013,16,3389,41
01/12/2013,17,3627,41
01/12/2013,18,3821,40
01/12/2013,19,3764,39.333333333
01/12/2013,20,3598,39
01/12/2013,21,3441,39.333333333
01/12/2013,22,3265,39.333333333
01/12/2013,23,3001,39.333333333
01/12/2013,24,2742,39.666666667
01/13/2013,1,2553,39.666666667
01/13/2013,2,2439,39.333333333
01/13/2013,3,2384,38.666666667
01/13/2013,4,2370,39
01/13/2013,5,2394,37
01/13/2013,6,2462,37.333333333
01/13/2013,7,2626,37
01/13/2013,8,2849,37
01/13/2013,9,3125,36.666666667
01/13/2013,10,3318,38.666666667
01/13/2013,11,3404,39.333333333
01/13/2013,12,3437,40
01/13/2013,13,3440,40.333333333
01/13/2013,14,3405,41.666666667
01/13/2013,15,3386,42
01/13/2013,16,3426,42.333333333
01/13/2013,17,3677,43
01/13/2013,18,3823,42.666666667
01/13/2013,19,3763,44
01/13/2013,20,3577,44.333333333
01/13/2013,21,3438,44.333333333
01/13/2013,22,3148,43.666666667
01/13/2013,23,2853,45
01/13/2013,24,2617,43.666666667
01/14/2013,1,2469,43.666666667
01/14/2013,2,2400,44
01/14/2013,3,2371,44.333333333
01/14/2013,4,2382,44.666666667
01/14/2013,5,2494,43.666666667
01/14/2013,6,2799,44
01/14/2013,7,3290,45.333333333
01/14/2013,8,3532,44.333333333
01/14/2013,9,3556,43.666666667
01/14/2013,10,3574,44
01/14/2013,11,3600,45.666666667
01/14/2013,12,3575,47.333333333
01/14/2013,13,3526,51.333333333
01/14/2013,14,3486,52.333333333
01/14/2013,15,3444,52
01/14/2013,16,3461,50.666666667
01/14/2013,17,3707,47.666666667
01/14/2013,18,4012,44.333333333
01/14/2013,19,4016,41.666666667
01/14/2013,20,3893,40
01/14/2013,21,3717,38.666666667
01/14/2013,22,3446,38
01/14/2013,23,3132,36
01/14/2013,24,2871,36.666666667
01/15/2013,1,2712,35.333333333
01/15/2013,2,2634,35.333333333
01/15/2013,3,2592,34.666666667
01/15/2013,4,2589,33
01/15/2013,5,2702,32.333333333
01/15/2013,6,3008,30.333333333
01/15/2013,7,3511,28
01/15/2013,8,3754,28
01/15/2013,9,3742,28.333333333
01/15/2013,10,3753,31.666666667
01/15/2013,11,3773,34.666666667
01/15/2013,12,3758,35.333333333
01/15/2013,13,3744,36.666666667
01/15/2013,14,3723,36
01/15/2013,15,3676,36.666666667
01/15/2013,16,3681,36
01/15/2013,17,3921,34
01/15/2013,18,4185,33
01/15/2013,19,4169,31
01/15/2013,20,4053,30.666666667
01/15/2013,21,3856,29
01/15/2013,22,3587,28.333333333
01/15/2013,23,3248,29
01/15/2013,24,2988,28.666666667
01/16/2013,1,2828,28.666666667
01/16/2013,2,2743,28.666666667
01/16/2013,3,2710,29
01/16/2013,4,2715,29.666666667
01/16/2013,5,2808,30
01/16/2013,6,3090,30
01/16/2013,7,3571,29.333333333
01/16/2013,8,3810,29
01/16/2013,9,3835,29.333333333
01/16/2013,10,3897,29.666666667
01/16/2013,11,3951,30
01/16/2013,12,3963,30
01/16/2013,13,3949,30.333333333
01/16/2013,14,3917,30.666666667
01/16/2013,15,3870,30.666666667
01/16/2013,16,3862,31
01/16/2013,17,4058,30.666666667
01/16/2013,18,4296,30.333333333
01/16/2013,19,4256,30
01/16/2013,20,4101,29
01/16/2013,21,3897,30
01/16/2013,22,3608,29.666666667
01/16/2013,23,3271,30
01/16/2013,24,3015,29.666666667
01/17/2013,1,2859,27.666666667
01/17/2013,2,2793,26.333333333
01/17/2013,3,2751,27
01/17/2013,4,2768,25.333333333
01/17/2013,5,2864,24
01/17/2013,6,3159,26.666666667
01/17/2013,7,3659,27
01/17/2013,8,3849,27.333333333
01/17/2013,9,3829,30
01/17/2013,10,3804,31.333333333
01/17/2013,11,3810,32.666666667
01/17/2013,12,3793,32
01/17/2013,13,3769,32
01/17/2013,14,3742,31.333333333
01/17/2013,15,3719,29
01/17/2013,16,3756,27.666666667
01/17/2013,17,3994,25.666666667
01/17/2013,18,4297,23.333333333
01/17/2013,19,4294,22.333333333
01/17/2013,20,4205,21.333333333
01/17/2013,21,4045,20
01/17/2013,22,3806,18.666666667
01/17/2013,23,3481,17.666666667
01/17/2013,24,3208,16
01/18/2013,1,3053,14.666666667
01/18/2013,2,2988,14
01/18/2013,3,2976,12.333333333
01/18/2013,4,2989,11.333333333
01/18/2013,5,3087,10.333333333
01/18/2013,6,3382,9.3333333333
01/18/2013,7,3882,7.6666666667
01/18/2013,8,4105,6
01/18/2013,9,4106,6
01/18/2013,10,4101,8.3333333333
01/18/2013,11,4102,11
01/18/2013,12,4055,13.333333333
01/18/2013,13,3991,16.333333333
01/18/2013,14,3948,18
01/18/2013,15,3897,19.333333333
01/18/2013,16,3908,20
01/18/2013,17,4067,19.333333333
01/18/2013,18,4340,17.333333333
01/18/2013,19,4316,16.333333333
01/18/2013,20,4209,15
01/18/2013,21,4065,14.333333333
01/18/2013,22,3874,14.666666667
01/18/2013,23,3572,14.666666667
01/18/2013,24,3295,15.333333333
01/19/2013,1,3097,17
01/19/2013,2,2990,18.333333333
01/19/2013,3,2932,20.333333333
01/19/2013,4,2900,21.666666667
01/19/2013,5,2906,22.333333333
01/19/2013,6,2984,23.333333333
01/19/2013,7,3171,24.666666667
01/19/2013,8,3411,25.666666667
01/19/2013,9,3632,26.333333333
01/19/2013,10,3759,27.333333333
01/19/2013,11,3773,29.666666667
01/19/2013,12,3738,32.666666667
01/19/2013,13,3655,35
01/19/2013,14,3567,36.666666667
01/19/2013,15,3518,38.333333333
01/19/2013,16,3499,39.333333333
01/19/2013,17,3696,39.666666667
01/19/2013,18,3949,39
01/19/2013,19,3872,38
01/19/2013,20,3724,38.666666667
01/19/2013,21,3567,38.666666667
01/19/2013,22,3371,38.666666667
01/19/2013,23,3137,38.333333333
01/19/2013,24,2881,38
01/20/2013,1,2710,38.333333333
01/20/2013,2,2597,38.666666667
01/20/2013,3,2549,39
01/20/2013,4,2519,39
01/20/2013,5,2548,39
01/20/2013,6,2623,39
01/20/2013,7,2780,38.333333333
01/20/2013,8,2998,37.666666667
01/20/2013,9,3247,37.333333333
01/20/2013,10,3389,39.333333333
01/20/2013,11,3441,42
01/20/2013,12,3460,43.333333333
01/20/2013,13,3466,44.333333333
01/20/2013,14,3435,42.333333333
01/20/2013,15,3409,40
01/20/2013,16,3427,39.666666667
01/20/2013,17,3652,37.666666667
01/20/2013,18,3982,34.666666667
01/20/2013,19,3932,31.666666667
01/20/2013,20,3740,30
01/20/2013,21,3616,28
01/20/2013,22,3422,27
01/20/2013,23,3219,25.333333333
01/20/2013,24,2975,23.333333333
01/21/2013,1,2863,21.666666667
01/21/2013,2,2803,20.333333333
01/21/2013,3,2788,18.333333333
01/21/2013,4,2817,16.666666667
01/21/2013,5,2922,15.333333333
01/21/2013,6,3176,14.333333333
01/21/2013,7,3519,14
01/21/2013,8,3773,12.666666667
01/21/2013,9,3951,14
01/21/2013,10,4055,16
01/21/2013,11,4099,17.666666667
01/21/2013,12,4049,19.666666667
01/21/2013,13,3996,21.333333333
01/21/2013,14,3973,22.333333333
01/21/2013,15,3947,23.333333333
01/21/2013,16,3945,22.666666667
01/21/2013,17,4164,22
01/21/2013,18,4391,21
01/21/2013,19,4340,20
01/21/2013,20,4204,18.666666667
01/21/2013,21,4017,18
01/21/2013,22,3744,17.666666667
01/21/2013,23,3435,16.666666667
01/21/2013,24,3179,17.333333333
01/22/2013,1,3036,17.333333333
01/22/2013,2,2951,16.333333333
01/22/2013,3,2930,15.666666667
01/22/2013,4,2927,15.333333333
01/22/2013,5,3018,14.333333333
01/22/2013,6,3328,14
01/22/2013,7,3829,13.666666667
01/22/2013,8,4030,13.333333333
01/22/2013,9,4045,13
01/22/2013,10,4047,12.666666667
01/22/2013,11,4062,14
01/22/2013,12,4048,15.333333333
01/22/2013,13,4000,16
01/22/2013,14,3972,16
01/22/2013,15,3956,16.333333333
01/22/2013,16,3970,17
01/22/2013,17,4152,16
01/22/2013,18,4458,14.333333333
01/22/2013,19,4457,14
01/22/2013,20,4354,12.333333333
01/22/2013,21,4181,11
01/22/2013,22,3924,9.3333333333
01/22/2013,23,3606,8.3333333333
01/22/2013,24,3357,7
01/23/2013,1,3209,4
01/23/2013,2,3143,3
01/23/2013,3,3118,2.3333333333
01/23/2013,4,3136,3
01/23/2013,5,3245,2.6666666667
01/23/2013,6,3539,1
01/23/2013,7,4031,-0.333333333
01/23/2013,8,4214,-2
01/23/2013,9,4214,-2.333333333
01/23/2013,10,4213,-1
01/23/2013,11,4229,0.3333333333
01/23/2013,12,4212,1.6666666667
01/23/2013,13,4164,3
01/23/2013,14,4130,4.3333333333
01/23/2013,15,4094,5.3333333333
01/23/2013,16,4117,5.6666666667
01/23/2013,17,4309,4.6666666667
01/23/2013,18,4623,3
01/23/2013,19,4649,1.3333333333
01/23/2013,20,4535,1
01/23/2013,21,4368,-0.333333333
01/23/2013,22,4101,-1.666666667
01/23/2013,23,3782,-2.333333333
01/23/2013,24,3527,-2.666666667
01/24/2013,1,3360,-4.333333333
01/24/2013,2,3306,-4.666666667
01/24/2013,3,3272,-4.333333333
01/24/2013,4,3282,-4.666666667
01/24/2013,5,3393,-5.666666667
01/24/2013,6,3699,-5.666666667
01/24/2013,7,4231,-6
01/24/2013,8,4391,-6.333333333
01/24/2013,9,4380,-5
01/24/2013,10,4363,-1.333333333
01/24/2013,11,4348,3
01/24/2013,12,4292,6
01/24/2013,13,4255,9
01/24/2013,14,4233,12
01/24/2013,15,4188,13.333333333
01/24/2013,16,4185,13
01/24/2013,17,4329,12.666666667
01/24/2013,18,4627,10.666666667
01/24/2013,19,4650,10.333333333
01/24/2013,20,4536,10
01/24/2013,21,4380,9
01/24/2013,22,4120,8
01/24/2013,23,3789,6.3333333333
01/24/2013,24,3513,6
01/25/2013,1,3347,5.6666666667
01/25/2013,2,3255,4.3333333333
01/25/2013,3,3227,3.6666666667
01/25/2013,4,3223,2.6666666667
01/25/2013,5,3329,2.3333333333
01/25/2013,6,3599,2
01/25/2013,7,4077,1.3333333333
01/25/2013,8,4277,0.6666666667
01/25/2013,9,4294,2.6666666667
01/25/2013,10,4292,5.6666666667
01/25/2013,11,4264,8.3333333333
01/25/2013,12,4184,11.333333333
01/25/2013,13,4102,13
01/25/2013,14,4049,15
01/25/2013,15,3867,16.666666667
01/25/2013,16,3801,17.333333333
01/25/2013,17,3974,17
01/25/2013,18,4330,16
01/25/2013,19,4322,15
01/25/2013,20,4186,15
01/25/2013,21,4040,14.666666667
01/25/2013,22,3825,15
01/25/2013,23,3553,14.666666667
01/25/2013,24,3294,13.333333333
01/26/2013,1,3139,12.666666667
01/26/2013,2,3035,12
01/26/2013,3,2982,11.333333333
01/26/2013,4,2970,11
01/26/2013,5,3029,10
01/26/2013,6,3155,8.3333333333
01/26/2013,7,3367,7
01/26/2013,8,3578,6
01/26/2013,9,3805,7.3333333333
01/26/2013,10,3930,10
01/26/2013,11,3928,12.666666667
01/26/2013,12,3889,14.333333333
01/26/2013,13,3818,16.666666667
01/26/2013,14,3729,17.666666667
01/26/2013,15,3700,18.333333333
01/26/2013,16,3749,18
01/26/2013,17,3943,17
01/26/2013,18,4269,16
01/26/2013,19,4252,15
01/26/2013,20,4115,14.333333333
01/26/2013,21,3971,13.666666667
01/26/2013,22,3776,13.333333333
01/26/2013,23,3517,12.666666667
01/26/2013,24,3309,13.333333333
01/27/2013,1,3153,12.333333333
01/27/2013,2,3061,11.666666667
01/27/2013,3,3009,11.333333333
01/27/2013,4,2991,11
01/27/2013,5,3011,11.333333333
01/27/2013,6,3090,9.3333333333
01/27/2013,7,3259,9.3333333333
01/27/2013,8,3463,8.6666666667
01/27/2013,9,3692,10.333333333
01/27/2013,10,3813,12.666666667
01/27/2013,11,3827,15.333333333
01/27/2013,12,3814,17.666666667
01/27/2013,13,3769,20
01/27/2013,14,3685,22
01/27/2013,15,3644,23.666666667
01/27/2013,16,3675,24.333333333
01/27/2013,17,3887,23.333333333
01/27/2013,18,4274,20.666666667
01/27/2013,19,4295,18.666666667
01/27/2013,20,4152,16.333333333
01/27/2013,21,3974,14.666666667
01/27/2013,22,3694,12.666666667
01/27/2013,23,3418,12.333333333
01/27/2013,24,3181,11.333333333
01/28/2013,1,3045,9.6666666667
01/28/2013,2,2986,9.3333333333
01/28/2013,3,2964,8.3333333333
01/28/2013,4,2991,8.6666666667
01/28/2013,5,3082,8
01/28/2013,6,3382,6.6666666667
01/28/2013,7,3879,8.3333333333
01/28/2013,8,4074,9.6666666667
01/28/2013,9,4068,12
01/28/2013,10,4089,15.333333333
01/28/2013,11,4082,18.666666667
01/28/2013,12,4055,22.333333333
01/28/2013,13,4013,23.333333333
01/28/2013,14,3997,23
01/28/2013,15,3958,22.666666667
01/28/2013,16,3986,23
01/28/2013,17,4134,22
01/28/2013,18,4365,21.666666667
01/28/2013,19,4257,22
01/28/2013,20,4093,21.666666667
01/28/2013,21,3874,21.666666667
01/28/2013,22,3620,22.333333333
01/28/2013,23,3341,22
01/28/2013,24,3100,22.333333333
01/29/2013,1,2935,22.666666667
01/29/2013,2,2866,22.333333333
01/29/2013,3,2838,22
01/29/2013,4,2821,22
01/29/2013,5,2919,22
01/29/2013,6,3199,22
01/29/2013,7,3673,20
01/29/2013,8,3876,19
01/29/2013,9,3864,20
01/29/2013,10,3866,22
01/29/2013,11,3864,24.666666667
01/29/2013,12,3840,26.333333333
01/29/2013,13,3797,29
01/29/2013,14,3777,30.666666667
01/29/2013,15,3746,31
01/29/2013,16,3759,31
01/29/2013,17,3919,31.333333333
01/29/2013,18,4194,31.333333333
01/29/2013,19,4197,31.666666667
01/29/2013,20,4065,32
01/29/2013,21,3841,32.333333333
01/29/2013,22,3532,32.333333333
01/29/2013,23,3184,33.333333333
01/29/2013,24,2912,33.333333333
01/30/2013,1,2790,33.666666667
01/30/2013,2,2699,34
01/30/2013,3,2656,34.666666667
01/30/2013,4,2655,35
01/30/2013,5,2723,35.333333333
01/30/2013,6,2978,36
01/30/2013,7,3404,37
01/30/2013,8,3670,37.666666667
01/30/2013,9,3759,38.666666667
01/30/2013,10,3777,39
01/30/2013,11,3792,40.666666667
01/30/2013,12,3784,40.666666667
01/30/2013,13,3741,42
01/30/2013,14,3714,42.333333333
01/30/2013,15,3671,43.666666667
01/30/2013,16,3676,44.666666667
01/30/2013,17,3837,45.666666667
01/30/2013,18,4053,46.333333333
01/30/2013,19,4011,45.666666667
01/30/2013,20,3874,46.666666667
01/30/2013,21,3677,49.666666667
01/30/2013,22,3395,52
01/30/2013,23,3045,49.333333333
01/30/2013,24,2800,49.333333333
01/31/2013,1,2652,52.666666667
01/31/2013,2,2563,53.666666667
01/31/2013,3,2511,53.333333333
01/31/2013,4,2500,53.333333333
01/31/2013,5,2583,53.666666667
01/31/2013,6,2838,53.666666667
01/31/2013,7,3312,54.666666667
01/31/2013,8,3543,54
01/31/2013,9,3519,51.666666667
01/31/2013,10,3521,50
01/31/2013,11,3568,45.666666667
01/31/2013,12,3542,44
01/31/2013,13,3463,44
01/31/2013,14,3482,42
01/31/2013,15,3447,41
01/31/2013,16,3504,38
01/31/2013,17,3675,36.666666667
01/31/2013,18,4023,35
01/31/2013,19,4080,33.666666667
01/31/2013,20,3995,32.666666667
01/31/2013,21,3847,31.333333333
01/31/2013,22,3590,29.666666667
01/31/2013,23,3274,29
01/31/2013,24,3026,28.333333333
02/01/2013,1,2885,27.333333333
02/01/2013,2,2808,27
02/01/2013,3,2783,25.333333333
02/01/2013,4,2784,23.333333333
02/01/2013,5,2891,22.666666667
02/01/2013,6,3173,22
02/01/2013,7,3660,21.666666667
02/01/2013,8,3831,21.666666667
02/01/2013,9,3859,21.666666667
02/01/2013,10,3888,23.333333333
02/01/2013,11,3898,23.333333333
02/01/2013,12,3879,23.666666667
02/01/2013,13,3822,24
02/01/2013,14,3798,25
02/01/2013,15,3749,25
02/01/2013,16,3739,26.666666667
02/01/2013,17,3881,24.666666667
02/01/2013,18,4173,22.666666667
02/01/2013,19,4181,21
02/01/2013,20,4084,19.666666667
02/01/2013,21,3949,18.666666667
02/01/2013,22,3768,17.666666667
02/01/2013,23,3502,17
02/01/2013,24,3255,16.333333333
02/02/2013,1,3095,15.333333333
02/02/2013,2,2997,14.333333333
02/02/2013,3,2952,14.666666667
02/02/2013,4,2944,14
02/02/2013,5,2981,12.333333333
02/02/2013,6,3095,12.333333333
02/02/2013,7,3302,11.333333333
02/02/2013,8,3529,11
02/02/2013,9,3732,13.666666667
02/02/2013,10,3810,16
02/02/2013,11,3820,18.666666667
02/02/2013,12,3793,20.666666667
02/02/2013,13,3722,22
02/02/2013,14,3671,23.333333333
02/02/2013,15,3649,24
02/02/2013,16,3669,24.666666667
02/02/2013,17,3831,24.333333333
02/02/2013,18,4080,24
02/02/2013,19,4049,24
02/02/2013,20,3932,23.666666667
02/02/2013,21,3785,23.666666667
02/02/2013,22,3583,23.666666667
02/02/2013,23,3316,22.666666667
02/02/2013,24,3086,22.666666667
02/03/2013,1,2939,21
02/03/2013,2,2849,20
02/03/2013,3,2798,19.333333333
02/03/2013,4,2786,18.666666667
02/03/2013,5,2807,16.666666667
02/03/2013,6,2899,16.666666667
02/03/2013,7,3058,15.333333333
02/03/2013,8,3267,14.333333333
02/03/2013,9,3517,15.333333333
02/03/2013,10,3647,19.333333333
02/03/2013,11,3693,21.666666667
02/03/2013,12,3697,24
02/03/2013,13,3666,25.333333333
02/03/2013,14,3631,26.666666667
02/03/2013,15,3607,26.666666667
02/03/2013,16,3661,27
02/03/2013,17,3840,26.666666667
02/03/2013,18,4139,25
02/03/2013,19,4056,24
02/03/2013,20,3850,23.666666667
02/03/2013,21,3690,22.666666667
02/03/2013,22,3519,23
02/03/2013,23,3279,22
02/03/2013,24,3059,22
02/04/2013,1,2886,21.666666667
02/04/2013,2,2820,21
02/04/2013,3,2796,21
02/04/2013,4,2818,20.333333333
02/04/2013,5,2931,19.666666667
02/04/2013,6,3234,18
02/04/2013,7,3740,18
02/04/2013,8,3899,17
02/04/2013,9,3911,18
02/04/2013,10,3912,20.666666667
02/04/2013,11,3917,24.333333333
02/04/2013,12,3920,25.333333333
02/04/2013,13,3876,25
02/04/2013,14,3843,26.666666667
02/04/2013,15,3821,26.333333333
02/04/2013,16,3839,26.666666667
02/04/2013,17,3973,26
02/04/2013,18,4323,23.666666667
02/04/2013,19,4363,22.333333333
02/04/2013,20,4274,21.333333333
02/04/2013,21,4093,20
