Date,Hour,load,T
01/13/2010,15,3941,21.333333333
01/13/2010,16,3947,21
01/13/2010,17,4179,20.333333333
01/13/2010,18,4435,20
01/13/2010,19,4396,20.333333333
01/13/2010,20,4277,19.666666667
01/13/2010,21,4074,19.333333333
01/13/2010,22,3778,18
01/13/2010,23,3426,17.666666667
01/13/2010,24,3148,17.333333333
01/14/2010,1,2992,15.666666667
01/14/2010,2,2918,13.666666667
01/14/2010,3,2889,12
01/14/2010,4,2905,12.333333333
01/14/2010,5,3002,10.666666667
01/14/2010,6,3301,10.666666667
01/14/2010,7,3835,9.3333333333
01/14/2010,8,4062,9.3333333333
01/14/2010,9,4036,9.3333333333
01/14/2010,10,4008,13.666666667
01/14/2010,11,3977,19.666666667
01/14/2010,12,3933,23.666666667
01/14/2010,13,3863,27.333333333
01/14/2010,14,3791,29
01/14/2010,15,3731,30
01/14/2010,16,3730,30.333333333
01/14/2010,17,3944,30.666666667
01/14/2010,18,4227,30
01/14/2010,19,4204,29.666666667
01/14/2010,20,4098,28.333333333
01/14/2010,21,3919,28
01/14/2010,22,3615,29
01/14/2010,23,3244,30.666666667
01/14/2010,24,2985,31.333333333
01/15/2010,1,2803,27.666666667
01/15/2010,2,2694,29.666666667
01/15/2010,3,2635,31
01/15/2010,4,2641,30.666666667
01/15/2010,5,2735,30.666666667
01/15/2010,6,3007,30.333333333
01/15/2010,7,3505,29.333333333
01/15/2010,8,3757,30.333333333
01/15/2010,9,3771,31.666666667
01/15/2010,10,3781,32.333333333
01/15/2010,11,3781,35.333333333
01/15/2010,12,3771,37.666666667
01/15/2010,13,3711,39.666666667
01/15/2010,14,3677,40.333333333
01/15/2010,15,3627,40.333333333
01/15/2010,16,3631,40.333333333
01/15/2010,17,3829,40
01/15/2010,18,3999,39.333333333
01/15/2010,19,3924,38
01/15/2010,20,3800,38
01/15/2010,21,3645,37.333333333
01/15/2010,22,3425,36.666666667
01/15/2010,23,3145,35
01/15/2010,24,2883,35.333333333
01/16/2010,1,2696,34.333333333
01/16/2010,2,2587,33
01/16/2010,3,2531,32
01/16/2010,4,2518,30.666666667
01/16/2010,5,2561,29.666666667
01/16/2010,6,2668,29
01/16/2010,7,2876,28
01/16/2010,8,3122,28
01/16/2010,9,3336,28.333333333
01/16/2010,10,3473,32.333333333
01/16/2010,11,3510,35.333333333
01/16/2010,12,3481,39
01/16/2010,13,3426,40
01/16/2010,14,3331,41.666666667
01/16/2010,15,3279,42.666666667
01/16/2010,16,3293,40.666666667
01/16/2010,17,3538,40
01/16/2010,18,3835,37.666666667
01/16/2010,19,3793,36.666666667
01/16/2010,20,3652,34.666666667
01/16/2010,21,3501,33
01/16/2010,22,3300,33.666666667
01/16/2010,23,3046,32
01/16/2010,24,2817,28.666666667
01/17/2010,1,2637,30.666666667
01/17/2010,2,2538,30.666666667
01/17/2010,3,2481,31
01/17/2010,4,2461,30
01/17/2010,5,2485,29.333333333
01/17/2010,6,2573,28.666666667
01/17/2010,7,2746,27.333333333
01/17/2010,8,2969,26.666666667
01/17/2010,9,3234,26.666666667
01/17/2010,10,3404,32.333333333
01/17/2010,11,3470,33
01/17/2010,12,3511,34
01/17/2010,13,3521,34.666666667
01/17/2010,14,3478,35.333333333
01/17/2010,15,3446,35.333333333
01/17/2010,16,3493,35.333333333
01/17/2010,17,3767,35
01/17/2010,18,3996,35
01/17/2010,19,3932,34.333333333
01/17/2010,20,3751,33
01/17/2010,21,3562,31.666666667
01/17/2010,22,3317,32
01/17/2010,23,3031,31.333333333
01/17/2010,24,2825,31
01/18/2010,1,2665,30.666666667
01/18/2010,2,2585,30
01/18/2010,3,2541,29.666666667
01/18/2010,4,2541,28.666666667
01/18/2010,5,2636,27.666666667
01/18/2010,6,2863,27.333333333
01/18/2010,7,3205,27.333333333
01/18/2010,8,3492,27.666666667
01/18/2010,9,3676,28
01/18/2010,10,3823,28.666666667
01/18/2010,11,3930,30
01/18/2010,12,3949,29.666666667
01/18/2010,13,3915,30.666666667
01/18/2010,14,3837,32
01/18/2010,15,3762,32.666666667
01/18/2010,16,3731,33
01/18/2010,17,3929,32.666666667
01/18/2010,18,4223,31.666666667
01/18/2010,19,4163,30.666666667
01/18/2010,20,4011,30
01/18/2010,21,3774,30.333333333
01/18/2010,22,3463,30
01/18/2010,23,3115,30.333333333
01/18/2010,24,2853,29.666666667
01/19/2010,1,2690,29.666666667
01/19/2010,2,2600,29
01/19/2010,3,2568,29
01/19/2010,4,2580,29
01/19/2010,5,2688,28.666666667
01/19/2010,6,2973,28.666666667
01/19/2010,7,3495,28.666666667
01/19/2010,8,3734,28.333333333
01/19/2010,9,3745,28.333333333
01/19/2010,10,3772,29
01/19/2010,11,3804,29
01/19/2010,12,3807,29.666666667
01/19/2010,13,3800,30.333333333
01/19/2010,14,3779,30.666666667
01/19/2010,15,3729,31.666666667
01/19/2010,16,3699,32
01/19/2010,17,3875,31.666666667
01/19/2010,18,4151,32
01/19/2010,19,4121,31.333333333
01/19/2010,20,4000,31
01/19/2010,21,3802,30.333333333
01/19/2010,22,3514,30.333333333
01/19/2010,23,3178,30.333333333
01/19/2010,24,2907,29.333333333
01/20/2010,1,2728,29
01/20/2010,2,2646,28.666666667
01/20/2010,3,2609,28.666666667
01/20/2010,4,2609,28.333333333
01/20/2010,5,2713,28
01/20/2010,6,2996,28.333333333
01/20/2010,7,3480,26.666666667
01/20/2010,8,3708,26.333333333
01/20/2010,9,3715,27
01/20/2010,10,3728,28
01/20/2010,11,3754,29.333333333
01/20/2010,12,3777,30.666666667
01/20/2010,13,3756,31.333333333
01/20/2010,14,3745,32.333333333
01/20/2010,15,3718,32.666666667
01/20/2010,16,3707,31.666666667
01/20/2010,17,3885,31.666666667
01/20/2010,18,4167,31
01/20/2010,19,4154,30.333333333
01/20/2010,20,4034,30
01/20/2010,21,3852,29
01/20/2010,22,3571,29
01/20/2010,23,3233,28
01/20/2010,24,2966,27.666666667
01/21/2010,1,2799,28
01/21/2010,2,2722,25.666666667
01/21/2010,3,2680,24.666666667
01/21/2010,4,2688,22
01/21/2010,5,2788,21
01/21/2010,6,3087,18
01/21/2010,7,3598,18
01/21/2010,8,3796,18.333333333
01/21/2010,9,3780,19
01/21/2010,10,3765,23.333333333
01/21/2010,11,3740,27
01/21/2010,12,3719,29.333333333
01/21/2010,13,3655,30.666666667
01/21/2010,14,3614,30.666666667
01/21/2010,15,3576,31.333333333
01/21/2010,16,3569,31.666666667
01/21/2010,17,3762,32
01/21/2010,18,4100,29.333333333
01/21/2010,19,4110,27
01/21/2010,20,4023,25
01/21/2010,21,3865,23.333333333
01/21/2010,22,3603,20.333333333
01/21/2010,23,3279,18
01/21/2010,24,3016,17
01/22/2010,1,2853,15
01/22/2010,2,2780,15.333333333
01/22/2010,3,2755,13
01/22/2010,4,2757,12.666666667
01/22/2010,5,2850,10
01/22/2010,6,3128,12
01/22/2010,7,3626,10.666666667
01/22/2010,8,3845,10.333333333
01/22/2010,9,3845,10
01/22/2010,10,3839,13.666666667
01/22/2010,11,3819,22
01/22/2010,12,3759,25.666666667
01/22/2010,13,3682,28.666666667
01/22/2010,14,3640,30.333333333
01/22/2010,15,3586,31.666666667
01/22/2010,16,3575,31.666666667
01/22/2010,17,3740,31
01/22/2010,18,4007,28.666666667
01/22/2010,19,3985,25
01/22/2010,20,3882,23.666666667
01/22/2010,21,3747,21.666666667
01/22/2010,22,3552,19.333333333
01/22/2010,23,3291,18
01/22/2010,24,3029,16.666666667
01/23/2010,1,2863,13
01/23/2010,2,2775,13.333333333
01/23/2010,3,2727,11.333333333
01/23/2010,4,2724,8.6666666667
01/23/2010,5,2775,7.3333333333
01/23/2010,6,2898,6.3333333333
01/23/2010,7,3114,5.6666666667
01/23/2010,8,3357,4.6666666667
01/23/2010,9,3578,4
01/23/2010,10,3681,8.3333333333
01/23/2010,11,3683,15.333333333
01/23/2010,12,3608,19.333333333
01/23/2010,13,3519,23.666666667
01/23/2010,14,3415,27.333333333
01/23/2010,15,3363,30
01/23/2010,16,3375,30
01/23/2010,17,3559,30.333333333
01/23/2010,18,3898,26.333333333
01/23/2010,19,3885,23.666666667
01/23/2010,20,3775,21
01/23/2010,21,3639,18.333333333
01/23/2010,22,3438,14.666666667
01/23/2010,23,3190,14.666666667
01/23/2010,24,2972,14.333333333
01/24/2010,1,2804,13.666666667
01/24/2010,2,2714,14.333333333
01/24/2010,3,2663,14.333333333
01/24/2010,4,2651,13.333333333
01/24/2010,5,2672,14.333333333
01/24/2010,6,2739,15.333333333
01/24/2010,7,2901,16.666666667
01/24/2010,8,3111,16.666666667
01/24/2010,9,3363,18
01/24/2010,10,3513,20.666666667
01/24/2010,11,3549,24
01/24/2010,12,3510,28.666666667
01/24/2010,13,3463,32.666666667
01/24/2010,14,3410,34.333333333
01/24/2010,15,3400,36
01/24/2010,16,3437,36
01/24/2010,17,3675,35.333333333
01/24/2010,18,3956,35.333333333
01/24/2010,19,3911,35.666666667
01/24/2010,20,3745,34.666666667
01/24/2010,21,3558,34.666666667
01/24/2010,22,3267,33.666666667
01/24/2010,23,2961,33.666666667
01/24/2010,24,2740,34.666666667
01/25/2010,1,2586,35.333333333
01/25/2010,2,2508,36
01/25/2010,3,2461,36.333333333
01/25/2010,4,2475,36
01/25/2010,5,2563,36.333333333
01/25/2010,6,2858,36.666666667
01/25/2010,7,3332,37.666666667
01/25/2010,8,3602,39
01/25/2010,9,3670,40
01/25/2010,10,3704,44.666666667
01/25/2010,11,3744,47
01/25/2010,12,3766,48.333333333
01/25/2010,13,3740,48.333333333
01/25/2010,14,3737,49.666666667
01/25/2010,15,3709,48.666666667
01/25/2010,16,3730,48.333333333
01/25/2010,17,3888,49
01/25/2010,18,4052,49.333333333
01/25/2010,19,3972,49.666666667
01/25/2010,20,3795,49
01/25/2010,21,3575,48.666666667
01/25/2010,22,3284,46.333333333
01/25/2010,23,2962,44.666666667
01/25/2010,24,2689,45.333333333
01/26/2010,1,2541,43.333333333
01/26/2010,2,2471,41.333333333
01/26/2010,3,2432,39
01/26/2010,4,2452,38
01/26/2010,5,2545,37.333333333
01/26/2010,6,2840,37.666666667
01/26/2010,7,3354,37
01/26/2010,8,3610,36.666666667
01/26/2010,9,3622,36
01/26/2010,10,3624,35.333333333
01/26/2010,11,3650,37.333333333
01/26/2010,12,3661,38.666666667
01/26/2010,13,3630,39.666666667
01/26/2010,14,3618,40.333333333
01/26/2010,15,3577,40
01/26/2010,16,3595,39.666666667
01/26/2010,17,3773,38.666666667
01/26/2010,18,4076,37.666666667
01/26/2010,19,4079,36
01/26/2010,20,3971,35
01/26/2010,21,3786,34
01/26/2010,22,3516,33.333333333
01/26/2010,23,3176,33
01/26/2010,24,2902,32
01/27/2010,1,2735,30
01/27/2010,2,2647,30.333333333
01/27/2010,3,2612,30.333333333
01/27/2010,4,2619,29.333333333
01/27/2010,5,2728,29.666666667
01/27/2010,6,3030,29.666666667
01/27/2010,7,3527,28.333333333
01/27/2010,8,3728,28.333333333
01/27/2010,9,3721,29
01/27/2010,10,3711,32.333333333
01/27/2010,11,3702,35
01/27/2010,12,3679,37
01/27/2010,13,3636,38.666666667
01/27/2010,14,3640,38.666666667
01/27/2010,15,3623,37.666666667
01/27/2010,16,3661,37
01/27/2010,17,3835,36
01/27/2010,18,4107,35.666666667
01/27/2010,19,4100,34.666666667
01/27/2010,20,3992,33.333333333
01/27/2010,21,3825,33
01/27/2010,22,3553,31.666666667
01/27/2010,23,3239,30.666666667
01/27/2010,24,2966,30.666666667
01/28/2010,1,2788,28.333333333
01/28/2010,2,2705,27.666666667
01/28/2010,3,2672,26.666666667
01/28/2010,4,2679,26.333333333
01/28/2010,5,2775,25.666666667
01/28/2010,6,3064,25
01/28/2010,7,3559,24.333333333
01/28/2010,8,3770,24.666666667
01/28/2010,9,3771,26.333333333
01/28/2010,10,3788,28.333333333
01/28/2010,11,3807,29.666666667
01/28/2010,12,3799,30.333333333
01/28/2010,13,3777,31
01/28/2010,14,3755,30.666666667
01/28/2010,15,3719,31
01/28/2010,16,3730,30.333333333
01/28/2010,17,3884,30.333333333
01/28/2010,18,4146,28.666666667
01/28/2010,19,4157,27.333333333
01/28/2010,20,4089,25.666666667
01/28/2010,21,3937,24.333333333
01/28/2010,22,3681,21.666666667
01/28/2010,23,3372,19.666666667
01/28/2010,24,3128,17.333333333
01/29/2010,1,2981,15.333333333
01/29/2010,2,2921,13.666666667
01/29/2010,3,2893,11.666666667
01/29/2010,4,2917,10.666666667
01/29/2010,5,3022,9.6666666667
01/29/2010,6,3307,9
01/29/2010,7,3808,8.3333333333
01/29/2010,8,4009,8
01/29/2010,9,4028,8.3333333333
01/29/2010,10,4046,9.6666666667
01/29/2010,11,4048,11.666666667
01/29/2010,12,4035,13.333333333
01/29/2010,13,3970,14
01/29/2010,14,3939,13.666666667
01/29/2010,15,3894,14
01/29/2010,16,3904,13.333333333
01/29/2010,17,4055,12
01/29/2010,18,4337,10
01/29/2010,19,4362,8.3333333333
01/29/2010,20,4252,7.6666666667
01/29/2010,21,4136,6.6666666667
01/29/2010,22,3933,6
01/29/2010,23,3676,5.3333333333
01/29/2010,24,3427,4.6666666667
01/30/2010,1,3240,3.3333333333
01/30/2010,2,3143,2.6666666667
01/30/2010,3,3094,2
01/30/2010,4,3086,1.3333333333
01/30/2010,5,3114,0.3333333333
01/30/2010,6,3227,0
01/30/2010,7,3432,-0.333333333
01/30/2010,8,3662,-1
01/30/2010,9,3881,0
01/30/2010,10,4013,3
01/30/2010,11,4008,6
01/30/2010,12,3960,8.6666666667
01/30/2010,13,3857,11
01/30/2010,14,3764,14.333333333
01/30/2010,15,3705,15.333333333
01/30/2010,16,3710,16
01/30/2010,17,3868,15.666666667
01/30/2010,18,4175,13.666666667
01/30/2010,19,4162,12
01/30/2010,20,4030,11.333333333
01/30/2010,21,3899,10.333333333
01/30/2010,22,3705,9
01/30/2010,23,3478,7.6666666667
01/30/2010,24,3258,7
01/31/2010,1,3093,7
01/31/2010,2,3014,6
01/31/2010,3,2961,5
01/31/2010,4,2947,4
01/31/2010,5,2987,3.6666666667
01/31/2010,6,3081,4
01/31/2010,7,3240,3.6666666667
01/31/2010,8,3444,4
01/31/2010,9,3679,5.6666666667
01/31/2010,10,3810,10
01/31/2010,11,3811,12.666666667
01/31/2010,12,3800,16.666666667
01/31/2010,13,3735,19
01/31/2010,14,3667,22.333333333
01/31/2010,15,3606,23.666666667
01/31/2010,16,3618,25
01/31/2010,17,3804,24.333333333
01/31/2010,18,4158,23.333333333
01/31/2010,19,4169,21.666666667
01/31/2010,20,4045,20.666666667
01/31/2010,21,3869,18
01/31/2010,22,3587,19.666666667
01/31/2010,23,3277,20.333333333
01/31/2010,24,3056,20
02/01/2010,1,2904,20.333333333
02/01/2010,2,2826,21
02/01/2010,3,2798,20.666666667
02/01/2010,4,2801,20
02/01/2010,5,2906,20.333333333
02/01/2010,6,3208,19.333333333
02/01/2010,7,3732,17.666666667
02/01/2010,8,3927,16.666666667
02/01/2010,9,3936,17.333333333
02/01/2010,10,3940,20.333333333
02/01/2010,11,3953,22.333333333
02/01/2010,12,3905,24.333333333
02/01/2010,13,3847,25.666666667
02/01/2010,14,3813,26.333333333
02/01/2010,15,3777,27
02/01/2010,16,3778,27
02/01/2010,17,3915,27
02/01/2010,18,4275,25.666666667
02/01/2010,19,4317,23.333333333
02/01/2010,20,4204,22.666666667
02/01/2010,21,4002,23
02/01/2010,22,3707,23
02/01/2010,23,3385,22.333333333
02/01/2010,24,3126,21.666666667
02/02/2010,1,2953,18
02/02/2010,2,2892,18.666666667
02/02/2010,3,2873,17.333333333
02/02/2010,4,2887,16.333333333
02/02/2010,5,2983,15
02/02/2010,6,3287,13.333333333
02/02/2010,7,3801,13
02/02/2010,8,4010,11.666666667
02/02/2010,9,4001,13.333333333
02/02/2010,10,3980,17
02/02/2010,11,3941,19.666666667
02/02/2010,12,3884,22.333333333
02/02/2010,13,3831,24.666666667
02/02/2010,14,3801,25.666666667
02/02/2010,15,3762,26.666666667
02/02/2010,16,3758,27.333333333
02/02/2010,17,3888,28
02/02/2010,18,4231,25.333333333
02/02/2010,19,4271,25
02/02/2010,20,4180,24
02/02/2010,21,4008,23.666666667
02/02/2010,22,3729,23.666666667
02/02/2010,23,3398,22.666666667
02/02/2010,24,3121,22
02/03/2010,1,2943,21.666666667
02/03/2010,2,2855,19.333333333
02/03/2010,3,2812,19.666666667
02/03/2010,4,2805,18.666666667
02/03/2010,5,2900,19.333333333
02/03/2010,6,3199,19.666666667
02/03/2010,7,3702,19.333333333
02/03/2010,8,3910,18
02/03/2010,9,3899,18.666666667
02/03/2010,10,3892,20
02/03/2010,11,3882,22
02/03/2010,12,3833,24.666666667
02/03/2010,13,3760,27
02/03/2010,14,3715,29.333333333
02/03/2010,15,3695,29
02/03/2010,16,3704,29.333333333
02/03/2010,17,3860,29
02/03/2010,18,4174,27.333333333
02/03/2010,19,4202,26.666666667
02/03/2010,20,4088,25.666666667
02/03/2010,21,3913,25
02/03/2010,22,3624,24.666666667
02/03/2010,23,3293,23.666666667
02/03/2010,24,3012,22.333333333
02/04/2010,1,2862,22.666666667
02/04/2010,2,2788,22.666666667
02/04/2010,3,2762,19.666666667
02/04/2010,4,2781,17
02/04/2010,5,2890,17
02/04/2010,6,3197,19.666666667
02/04/2010,7,3736,18.666666667
02/04/2010,8,3942,18.333333333
02/04/2010,9,3943,18
02/04/2010,10,3934,18.666666667
02/04/2010,11,3920,20
02/04/2010,12,3878,22
02/04/2010,13,3812,23.666666667
02/04/2010,14,3775,25
02/04/2010,15,3742,27.333333333
02/04/2010,16,3735,27
02/04/2010,17,3858,25.333333333
02/04/2010,18,4191,24.333333333
02/04/2010,19,4242,22.333333333
