"spFcst","lmFcst","meanFcst","tindx","dindx","mindx","hindx","year","dow","fcst_load","holiday","fcst_temp","temp2","temp3","lag24","lag48","lag72","lag96","lag120","lag144","lag168","forecast","act_load","act_temp"
"14",3854.23376616301,4119.466812719,3859.53333333333,2010-01-01 13:00:00,"1/1/2010",1,14,2010,"Friday",3819.87138999896,0,25.5000000000385,650.250000001962,16581.375000075,3915,4030,4052,3806,3505,3519,3282,0,3492,31.666666667
"15",3802.32836154828,4092.2389846493,3803.86666666667,2010-01-01 14:00:00,"1/1/2010",1,15,2010,"Friday",3771.94520901327,0,26.3461538461962,694.119822487436,18287.3876309484,3858,3985,4038,3793,3433,3490,3210,0,3483,31.666666667
"16",3782.14431203589,3469.38475419558,3796.93333333333,2010-01-01 15:00:00,"1/1/2010",1,16,2010,"Friday",3777.82392859217,0,26.8461538460385,720.715976325166,19348.4519797232,3822,3997,4065,3843,3430,3530,3221,0,3540,32
"17",3988.1348117987,3057.65132403739,3973.06666666667,2010-01-01 16:00:00,"1/1/2010",1,17,2010,"Friday",3974.58832729046,0,26.2820512820654,690.746219593115,18154.227566239,4062,4266,4347,4099,3720,3828,3434,0,3826,31.666666667
"18",4192.80313515647,3330.41724585019,4210.8,2010-01-01 17:00:00,"1/1/2010",1,18,2010,"Friday",4223.582614272,0,25.1282051282038,631.42669296509,15866.6194642502,4254,4511,4633,4316,3922,3980,3528,0,4037,30.666666667
"19",4080.70163490697,3315.50038039961,4165.66666666667,2010-01-01 18:00:00,"1/1/2010",1,19,2010,"Friday",4250.20543218681,0,24.2179487180269,586.509040108982,14204.0458560185,4124,4471,4613,4266,3877,3919,3496,0,3950,30
"20",3866.46575919085,4116.93798713114,4030.33333333333,2010-01-01 19:00:00,"1/1/2010",1,20,2010,"Friday",4144.02494312162,0,23.4102564103077,548.040105196352,12829.7593857786,3901,4364,4505,4127,3743,3795,3447,0,3799,29.333333333
"21",3703.39058974895,3275.307085685,3880,2010-01-01 20:00:00,"1/1/2010",1,21,2010,"Friday",3937.73782187095,0,22.6025641025769,510.875904011099,11547.1053688728,3706,4203,4339,3949,3562,3650,3377,0,3644,29
"22",3550.50830991438,3626.83490109284,3669.53333333333,2010-01-01 21:00:00,"1/1/2010",1,22,2010,"Friday",3644.23802300327,0,21.89743589755,479.497698887311,10499.7701244076,3498,3938,4069,3658,3322,3417,3233,0,3429,28.666666667
"23",3337.30409418394,3075.40875668983,3374.46666666667,2010-01-01 22:00:00,"1/1/2010",1,23,2010,"Friday",3311.96533366826,0,21.1153846153846,445.859467455621,9414.49413973601,3282,3589,3743,3326,3035,3126,2993,0,3169,28
"24",3102.28793682496,4043.69313097724,3092.86666666667,2010-01-01 23:00:00,"1/1/2010",1,24,2010,"Friday",3040.24296857393,0,20.4487179487423,418.150065747216,8550.63275471287,3108,3268,3454,3037,2783,2847,2759,0,2923,27.666666667
"25",2906.19567739757,3667.58885232595,2894.33333333333,2010-01-02 00:00:00,"1/2/2010",1,1,2010,"Saturday",2674.05434295426,0,20.6049382716926,424.563481180262,8748.10432213422,2924.41706599059,3055,3238,2839,2621,2636,2584,0,2743,27
"26",2806.61849327499,3667.87853830821,2791.33333333333,2010-01-02 01:00:00,"1/2/2010",1,2,2010,"Saturday",2588.22851288131,0,20.098765432037,403.960371892047,8119.1047584967,2835.87351125468,2921,3129,2719,2535,2511,2475,0,2628,27
"27",2756.86089025178,3514.14435168484,2737.6,2010-01-02 02:00:00,"1/2/2010",1,3,2010,"Saturday",2555.61043178912,0,19.2592592592593,370.919067215363,7143.6264797033,2792.95445396777,2864,3055,2665,2503,2451,2430,0,2574,26.333333333
"28",2749.70104662793,3290.36955151676,2723.8,2010-01-02 03:00:00,"1/2/2010",1,4,2010,"Saturday",2555.92376002658,0,18.9135802468741,357.723517754945,6765.83245925224,2789.86079634839,2853,3068,2659,2520,2422,2429,0,2557,25.666666667
"29",2783.23427184709,3760.34824593314,2753.06666666667,2010-01-02 04:00:00,"1/2/2010",1,5,2010,"Saturday",2630.54320004574,0,18.5925925926296,345.684499315506,6427.17106136036,2868.2976875632,2921,3172,2762,2607,2435,2458,0,2589,25.333333333
"30",2895.40524614192,3721.80813664832,2855.4,2010-01-02 05:00:00,"1/2/2010",1,6,2010,"Saturday",2872.67844273431,0,17.9506172839259,322.22466087398,5784.13156679164,3113.86163958455,3111,3371,2994,2827,2497,2555,0,2676,25.333333333
"31",3092.16395952019,3818.03628486749,3068.6,2010-01-02 06:00:00,"1/2/2010",1,7,2010,"Saturday",3276.41365769087,0,17.7283950616296,314.295991461214,5571.96350291097,3516.0200852785,3446,3734,3348,3184,2627,2744,0,2853,25
"32",3298.22100047132,3910.16289944158,3312.6,2010-01-02 07:00:00,"1/2/2010",1,8,2010,"Saturday",3505.52458056633,0,17.777777778,316.049382723951,5618.65569294047,3743.85418961398,3672,3967,3621,3477,2858,2984,0,3069,24.333333333
"33",3526.13950348161,3477.14557184338,3562.46666666667,2010-01-02 08:00:00,"1/2/2010",1,9,2010,"Saturday",3615.47933647792,0,18.1481481482,329.355281209015,5977.18843677328,3851.15848164389,3844,4121,3811,3640,3142,3248,0,3322,24.333333333
"34",3659.62058576945,4092.2525791378,3715.13333333333,2010-01-02 09:00:00,"1/2/2010",1,10,2010,"Saturday",3675.25681509713,0,20.3703703704111,414.951989027723,8452.72570243348,3907.15510915235,3963,4177,3964,3766,3369,3459,0,3539,24.333333333
"35",3690.54621849006,3561.43682051069,3749.2,2010-01-02 10:00:00,"1/2/2010",1,11,2010,"Saturday",3694.03861746768,0,23.0370370369778,530.705075443086,12225.8724786945,3927.25568918035,4005,4181,4052,3828,3497,3571,0,3666,24.666666667
"36",3673.99088368765,3740.72991537005,3717.93333333333,2010-01-02 11:00:00,"1/2/2010",1,12,2010,"Saturday",3683.53278468005,0,25.0493827159778,627.471574451526,15717.7756118334,3918.13967017107,3993,4139,4084,3826,3559,3609,0,3733,24.333333333
"37",3609.57090643542,3333.36680372737,3644.46666666667,2010-01-02 12:00:00,"1/2/2010",1,13,2010,"Saturday",3638.33042880149,0,26.5432098764222,704.541990543798,18700.8059217563,3869.63127388341,3959,4089,4078,3815,3562,3576,0,3730,24
"38",3530.32608733121,3933.88929958759,3571.4,2010-01-02 13:00:00,"1/2/2010",1,14,2010,"Saturday",3603.21436106999,0,27.5432098764704,758.628410299295,20895.0615231266,3819.87138999896,3915,4030,4052,3806,3505,3519,0,3689,24.333333333
"39",3483.46665970118,4077.77099153443,3519.26666666667,2010-01-02 14:00:00,"1/2/2010",1,15,2010,"Saturday",3566.80454555442,0,27.8888888888741,777.790123455964,21691.702331927,3771.94520901327,3858,3985,4038,3793,3433,3490,0,3651,24.333333333
"40",3508.34865516314,3435.09146364198,3543.86666666667,2010-01-02 15:00:00,"1/2/2010",1,16,2010,"Saturday",3579.26986280945,0,28.0740740739889,788.153635111815,22126.6835338127,3777.82392859217,3822,3997,4065,3843,3430,3530,0,3690,24.666666667
"41",3739.14599256194,3332.81305058103,3764.13333333333,2010-01-02 16:00:00,"1/2/2010",1,17,2010,"Saturday",3780.70891341282,0,27.1851851852593,739.03429355684,20090.7841285999,3974.58832729046,4062,4266,4347,4099,3720,3828,0,3991,24
"42",4041.11248929316,3265.68207286907,4058.13333333333,2010-01-02 17:00:00,"1/2/2010",1,18,2010,"Saturday",4034.16562293355,0,25.7530864198037,663.221460145878,17079.9995786052,4223.582614272,4254,4511,4633,4316,3922,3980,0,4218,22.333333333
"43",4068.90176940825,3409.96031251835,4019.86666666667,2010-01-02 18:00:00,"1/2/2010",1,19,2010,"Saturday",4077.88891112403,0,24.2839506171704,589.710257577169,14320.4947734428,4250.20543218681,4124,4471,4613,4266,3877,3919,0,4141,21.333333333
"44",3986.33381544624,3938.39419877853,3888.2,2010-01-02 19:00:00,"1/2/2010",1,20,2010,"Saturday",3984.22312363136,0,22.987654320963,528.432251180087,12147.4179221761,4144.02494312162,3901,4364,4505,4127,3743,3795,0,3978,20.333333333
"45",3810.01392415668,3416.03453262925,3746.13333333333,2010-01-02 20:00:00,"1/2/2010",1,21,2010,"Saturday",3778.731885052,0,21.9382716049407,481.287761012149,10558.6216212183,3937.73782187095,3706,4203,4339,3949,3562,3650,0,3811,19.666666667
"46",3548.11305828819,3627.87630269114,3552.86666666667,2010-01-02 21:00:00,"1/2/2010",1,22,2010,"Saturday",3485.30173714847,0,20.9876543209259,440.481633894681,9244.67626689821,3644.23802300327,3498,3938,4069,3658,3322,3417,0,3585,19
"47",3258.27723567921,3215.22042214518,3286.46666666667,2010-01-02 22:00:00,"1/2/2010",1,23,2010,"Saturday",3150.04218003345,0,20.2469135803222,409.937509529036,8299.96932876692,3311.96533366826,3282,3589,3743,3326,3035,3126,0,3316,18.666666667
"48",3009.83938385014,3882.51316102516,3040.93333333333,2010-01-02 23:00:00,"1/2/2010",1,24,2010,"Saturday",2879.34216411279,0,19.4320987655333,377.606462433442,7337.6860725103,3040.24296857393,3108,3268,3454,3037,2783,2847,0,3088,17.333333333
"49",2759.11858067887,3690.17377216686,2838.53333333333,2010-01-03 00:00:00,"1/3/2010",1,1,2010,"Sunday",2654.21461127708,0,19.5256410256769,381.250657463598,7444.16347843752,2674.05434295426,2924.41706599059,3055,3238,2839,2621,2636,0,2901,17.333333333
"50",2666.87926920489,3498.66543650357,2736.93333333333,2010-01-03 01:00:00,"1/3/2010",1,2,2010,"Sunday",2568.75917436804,0,19.0000000000385,361.000000001462,6859.00000004165,2588.22851288131,2835.87351125468,2921,3129,2719,2535,2511,0,2795,17
"51",2623.95460331725,3737.04534073332,2687.66666666667,2010-01-03 02:00:00,"1/3/2010",1,3,2010,"Sunday",2532.62757868123,0,18.3589743589615,337.051939513007,6187.92791515756,2555.61043178912,2792.95445396777,2864,3055,2665,2503,2451,0,2726,16.666666667
"52",2615.52255151502,3095.97042644557,2681.4,2010-01-03 03:00:00,"1/3/2010",1,4,2010,"Sunday",2535.35656062527,0,17.8589743589615,318.942965154046,5695.99423665727,2555.92376002658,2789.86079634839,2853,3068,2659,2520,2422,0,2696,16.333333333
"53",2661.30495177773,3795.27456657036,2704.06666666667,2010-01-03 04:00:00,"1/3/2010",1,5,2010,"Sunday",2611.17959876133,0,17.4615384614346,304.90532544016,5324.1160672696,2630.54320004574,2868.2976875632,2921,3172,2762,2607,2435,0,2698,16
"54",2803.97463499637,3466.21622740037,2784.53333333333,2010-01-03 05:00:00,"1/3/2010",1,6,2010,"Sunday",2851.08646825835,0,16.9999999999615,288.999999998692,4912.99999996665,2872.67844273431,3113.86163958455,3111,3371,2994,2827,2497,0,2785,15.666666667
"55",3052.31559592045,3998.29011631007,2944.13333333333,2010-01-03 06:00:00,"1/3/2010",1,7,2010,"Sunday",3260.52041387554,0,16.5256410256808,273.096811309663,4513.09986896157,3276.41365769087,3516.0200852785,3446,3734,3348,3184,2627,0,2935,16
"56",3239.80471728421,3673.09007111107,3160.46666666667,2010-01-03 07:00:00,"1/3/2010",1,8,2010,"Sunday",3492.00111359187,0,16.3076923076654,265.940828401489,4336.88120161712,3505.52458056633,3743.85418961398,3672,3967,3621,3477,2858,0,3096,16
"57",3413.74358371847,3499.11621655325,3426.06666666667,2010-01-03 08:00:00,"1/3/2010",1,9,2010,"Sunday",3602.02803813872,0,16.5769230768846,274.79437869695,4555.24527761964,3615.47933647792,3851.15848164389,3844,4121,3811,3640,3142,0,3330,17.333333333
"58",3545.53405554662,3804.96992613627,3608.6,2010-01-03 09:00:00,"1/3/2010",1,10,2010,"Sunday",3672.509841881,0,18.3076923077577,335.17159763553,6136.21847981085,3675.25681509713,3907.15510915235,3963,4177,3964,3766,3369,0,3537,18.666666667
"59",3601.87675290535,3563.23091998399,3685.73333333333,2010-01-03 10:00:00,"1/3/2010",1,11,2010,"Sunday",3709.00634775249,0,20.2307692307692,409.284023668639,8280.13063268093,3694.03861746768,3927.25568918035,4005,4181,4052,3828,3497,0,3617,20
"60",3614.82877775826,3578.05885389848,3711.53333333333,2010-01-03 11:00:00,"1/3/2010",1,12,2010,"Sunday",3703.89154831519,0,22.2564102563192,495.347797497592,11024.6638006705,3683.53278468005,3918.13967017107,3993,4139,4084,3826,3559,0,3680,22
"61",3596.74519751435,3480.68859590335,3689.53333333333,2010-01-03 12:00:00,"1/3/2010",1,13,2010,"Sunday",3662.8543065213,0,23.7307692307308,563.149408282198,13363.9686503674,3638.33042880149,3869.63127388341,3959,4089,4078,3815,3562,0,3709,22
"62",3553.67474141155,3657.4123586165,3629.4,2010-01-03 13:00:00,"1/3/2010",1,14,2010,"Sunday",3627.91632873756,0,24.8461538461654,617.331360947319,15338.3099681597,3603.21436106999,3819.87138999896,3915,4030,4052,3806,3505,0,3682,22.666666667
"63",3515.20052575011,4067.36912253449,3587.46666666667,2010-01-03 14:00:00,"1/3/2010",1,15,2010,"Sunday",3588.54600806938,0,25.3846153846423,644.378698226219,16357.3054165291,3566.80454555442,3771.94520901327,3858,3985,4038,3793,3433,0,3650,23.333333333
"64",3546.05230073648,3200.92659630179,3623.53333333333,2010-01-03 15:00:00,"1/3/2010",1,16,2010,"Sunday",3597.43552483461,0,25.8205128204731,666.698882312215,17214.5070381376,3579.26986280945,3777.82392859217,3822,3997,4065,3843,3430,0,3707,23.666666667
"65",3792.58852070617,3562.17872605936,3872,2010-01-03 16:00:00,"1/3/2010",1,17,2010,"Sunday",3804.27625226295,0,25.0256410256038,626.282708742386,15673.1262495298,3780.70891341282,3974.58832729046,4062,4266,4347,4099,3720,0,4024,23.666666667
"66",4098.88335270767,3058.84162849842,4189,2010-01-03 17:00:00,"1/3/2010",1,18,2010,"Sunday",4054.65428820176,0,23.9487179486923,573.541091386017,13735.5738295889,4034.16562293355,4223.582614272,4254,4511,4633,4316,3922,0,4226,24
"67",4123.71165568494,3454.269185405,4154.86666666667,2010-01-03 18:00:00,"1/3/2010",1,19,2010,"Sunday",4089.11042792457,0,22.7307692307538,516.687869821786,11744.7127332488,4077.88891112403,4250.20543218681,4124,4471,4613,4266,3877,0,4132,24
"68",4011.2821303896,3658.16304199744,4001.73333333333,2010-01-03 19:00:00,"1/3/2010",1,20,2010,"Sunday",3986.67048835209,0,21.5256410256885,463.353221566802,9973.97511554327,3984.22312363136,4144.02494312162,3901,4364,4505,4127,3743,0,3976,24.666666667
"69",3796.83329460057,3493.5058288656,3812.2,2010-01-03 20:00:00,"1/3/2010",1,21,2010,"Sunday",3761.88410113391,0,20.9358974359077,438.311801446846,9176.45092003911,3778.731885052,3937.73782187095,3706,4203,4339,3949,3562,0,3748,25
"70",3503.01457942813,3404.10534943761,3540.73333333333,2010-01-03 21:00:00,"1/3/2010",1,22,2010,"Sunday",3459.46480848883,0,20.2820512820654,411.36160420833,8343.25715202604,3485.30173714847,3644.23802300327,3498,3938,4069,3658,3322,0,3462,25.666666667
"71",3180.06181400231,3284.18223811017,3230.33333333333,2010-01-03 22:00:00,"1/3/2010",1,23,2010,"Sunday",3117.01068643955,0,19.9615384615654,398.463017752554,7953.93485437902,3150.04218003345,3311.96533366826,3282,3589,3743,3326,3035,0,3144,26
"72",2931.47108002089,3613.51619761901,2983.86666666667,2010-01-03 23:00:00,"1/3/2010",1,24,2010,"Sunday",2839.39569002401,0,19.57692307695,383.255917160817,7502.97160904324,2879.34216411279,3040.24296857393,3108,3268,3454,3037,2783,0,2904,26.666666667
"73",2764.60376994941,3717.85068810251,2836,2010-01-04 00:00:00,"1/4/2010",1,1,2010,"Monday",2902.7759887822,0,19.5432098766074,381.937052281125,7464.27597238281,2654.21461127708,2674.05434295426,2924.41706599059,3055,3238,2839,2621,0,2747,27.333333333
"74",2688.33466896325,3102.23042256815,2756.875,2010-01-04 01:00:00,"1/4/2010",1,2,2010,"Monday",2808.70532671177,0,19.5432098764556,381.93705227519,7464.27597220882,2568.75917436804,2588.22851288131,2835.87351125468,2921,3129,2719,2535,0,2643,27
"75",2660.8700949535,3915.72405542513,2727.8125,2010-01-04 02:00:00,"1/4/2010",1,3,2010,"Monday",2764.75014658578,0,19.3827160493704,375.68968145052,7281.88641823383,2532.62757868123,2555.61043178912,2792.95445396777,2864,3055,2665,2503,0,2609,27
"76",2687.01960581771,2810.3397997138,2738.1875,2010-01-04 03:00:00,"1/4/2010",1,4,2010,"Monday",2764.12683953277,0,19.086419753137,364.29141899294,6953.01893536516,2535.35656062527,2555.92376002658,2789.86079634839,2853,3068,2659,2520,0,2653,26.333333333
"77",2804.74437099786,3834.90628161821,2833.0625,2010-01-04 04:00:00,"1/4/2010",1,5,2010,"Monday",2839.8000054701,0,18.6913580245407,349.366864801564,6530.14115191734,2611.17959876133,2630.54320004574,2868.2976875632,2921,3172,2762,2607,0,2762,26.333333333
"78",3145.10805774921,3100.32763408687,3104.75,2010-01-04 05:00:00,"1/4/2010",1,6,2010,"Monday",3070.47067079471,0,18.6913580246519,349.366864805717,6530.1411520338,2851.08646825835,2872.67844273431,3113.86163958455,3111,3371,2994,2827,0,3060,26
"79",3722.23146148398,4133.60021575897,3567.6875,2010-01-04 06:00:00,"1/4/2010",1,7,2010,"Monday",3475.43716445647,0,18.3456790123444,336.563938423975,6174.49398145671,3260.52041387554,3276.41365769087,3516.0200852785,3446,3734,3348,3184,0,3538,25.666666667
"80",3985.22683423962,3284.69986400366,3833.5625,2010-01-04 07:00:00,"1/4/2010",1,8,2010,"Monday",3708.31133527726,0,18.2345679012741,332.499466546175,6062.98409987363,3492.00111359187,3505.52458056633,3743.85418961398,3672,3967,3621,3477,0,3733,25
"81",3991.13802787182,3503.84359477553,3917,2010-01-04 08:00:00,"1/4/2010",1,9,2010,"Monday",3821.87131023849,0,18.4197530864185,339.287303764625,6249.58836070106,3602.02803813872,3615.47933647792,3851.15848164389,3844,4121,3811,3640,0,3768,25
"82",4014.56951478258,3477.97046645015,3979.625,2010-01-04 09:00:00,"1/4/2010",1,10,2010,"Monday",3895.5035410101,0,19.8518518518481,394.096021947727,7823.53584310897,3672.509841881,3675.25681509713,3907.15510915235,3963,4177,3964,3766,0,3774,25.333333333
"83",4043.25464229988,3552.03600357767,4026.5,2010-01-04 10:00:00,"1/4/2010",1,11,2010,"Monday",3928.77473233887,0,21.8148148147889,475.886145403533,10381.3681349018,3709.00634775249,3694.03861746768,3927.25568918035,4005,4181,4052,3828,0,3805,26.333333333
"84",4034.27012815413,3235.62091559409,4028.125,2010-01-04 11:00:00,"1/4/2010",1,12,2010,"Monday",3924.81158853603,0,23.6296296296296,558.35939643347,13193.8257379465,3703.89154831519,3683.53278468005,3918.13967017107,3993,4139,4084,3826,0,3831,26.333333333
"85",3988.54855641045,3589.7242679362,3979.5,2010-01-04 12:00:00,"1/4/2010",1,13,2010,"Monday",3881.37586594724,0,25.1234567900852,631.188081083277,15857.6264815125,3662.8543065213,3638.33042880149,3869.63127388341,3959,4089,4078,3815,0,3817,27.333333333
"86",3959.98378408508,3313.45841342889,3931.6875,2010-01-04 13:00:00,"1/4/2010",1,14,2010,"Monday",3835.81876280758,0,26.6172839505926,708.479804906474,18857.8081404561,3627.91632873756,3603.21436106999,3819.87138999896,3915,4030,4052,3806,0,3799,27
"87",3919.81974707255,4096.83076834517,3880.8125,2010-01-04 14:00:00,"1/4/2010",1,15,2010,"Monday",3790.2006710243,0,27.3580246913704,748.461515013631,20476.4286082834,3588.54600806938,3566.80454555442,3771.94520901327,3858,3985,4038,3793,0,3768,27
"88",3919.99210912383,2865.27436734605,3881.4375,2010-01-04 15:00:00,"1/4/2010",1,16,2010,"Monday",3800.3515253693,0,27.6543209877037,764.761469290949,21148.9591507998,3597.43552483461,3579.26986280945,3777.82392859217,3822,3997,4065,3843,0,3803,27
"89",4112.74843149744,3738.20347102484,4082.9375,2010-01-04 16:00:00,"1/4/2010",1,17,2010,"Monday",3996.36252569691,0,27.0123456790741,729.666819085792,19710.0123476958,3804.27625226295,3780.70891341282,3974.58832729046,4062,4266,4347,4099,0,4047,26
"90",4378.93780245401,2767.27493463232,4374.6875,2010-01-04 17:00:00,"1/4/2010",1,18,2010,"Monday",4244.04549651317,0,25.7901234567407,665.130467913929,17153.79688234,4054.65428820176,4034.16562293355,4223.582614272,4254,4511,4633,4316,0,4328,24.666666667
"91",4386.02378817012,3486.17242301929,4347.875,2010-01-04 18:00:00,"1/4/2010",1,19,2010,"Monday",4274.75762514011,0,24.7407407407519,612.104252401099,15143.9126149673,4089.11042792457,4077.88891112403,4250.20543218681,4124,4471,4613,4266,0,4327,24.333333333
"92",4275.98836660752,3328.89646333238,4212.875,2010-01-04 19:00:00,"1/4/2010",1,20,2010,"Monday",4184.93819321664,0,23.3827160494074,546.751409847215,12784.5329660706,3986.67048835209,3984.22312363136,4144.02494312162,3901,4364,4505,4127,0,4193,24
"93",4057.70471850404,3528.81294044512,4010.1875,2010-01-04 20:00:00,"1/4/2010",1,21,2010,"Monday",3975.45619883704,0,22.6543209877407,513.218259415591,11626.6111855704,3761.88410113391,3778.731885052,3937.73782187095,3706,4203,4339,3949,0,4003,23.666666667
"94",3746.98744498398,3024.81371602865,3707.125,2010-01-04 21:00:00,"1/4/2010",1,22,2010,"Monday",3678.69160745278,0,22.074074074063,487.264746227219,10755.9181018991,3459.46480848883,3485.30173714847,3644.23802300327,3498,3938,4069,3658,0,3719,23
"95",3354.89847169641,3312.74551873487,3338,2010-01-04 22:00:00,"1/4/2010",1,23,2010,"Monday",3341.36986530775,0,21.5061728395667,462.515470205315,9946.93764320895,3117.01068643955,3150.04218003345,3311.96533366826,3282,3589,3743,3326,0,3367,23
"96",3040.25654767411,3277.3600166466,3056.9375,2010-01-04 23:00:00,"1/4/2010",1,24,2010,"Monday",3066.11763875124,0,20.9506172839519,438.928364578622,9195.8201813576,2839.39569002401,2879.34216411279,3040.24296857393,3108,3268,3454,3037,0,3079,23
"97",2944.62843047247,3719.03867710384,2888.47058823529,2010-01-05 00:00:00,"1/5/2010",1,1,2010,"Tuesday",2908.27781128208,0,20.7160493827407,429.154702028153,8890.39000005061,2902.7759887822,2654.21461127708,2674.05434295426,2924.41706599059,3055,3238,2839,0,2884,23
"98",2853.84672951842,2760.81983213043,2810.05882352941,2010-01-05 01:00:00,"1/5/2010",1,2,2010,"Tuesday",2817.04738822297,0,20.5308641974926,421.516384695883,8654.09565120922,2808.70532671177,2568.75917436804,2588.22851288131,2835.87351125468,2921,3129,2719,0,2799,22.666666667
"99",2810.92448924409,3984.4342339598,2772.05882352941,2010-01-05 02:00:00,"1/5/2010",1,3,2010,"Tuesday",2778.25193956001,0,20.0617283950259,402.47294619579,8074.30293292581,2764.75014658578,2532.62757868123,2555.61043178912,2792.95445396777,2864,3055,2665,0,2762,22.333333333
"100",2815.5799375612,2533.714668253,2778.64705882353,2010-01-05 03:00:00,"1/5/2010",1,4,2010,"Tuesday",2779.10397848668,0,19.6790123456963,387.263526902067,7620.96372694367,2764.12683953277,2535.35656062527,2555.92376002658,2789.86079634839,2853,3068,2659,0,2762,22.333333333
"101",2900.29989167892,3827.02698723466,2873.82352941176,2010-01-05 04:00:00,"1/5/2010",1,5,2010,"Tuesday",2854.2217553424,0,19.3209876542963,373.30056393747,7212.5355871777,2839.8000054701,2611.17959876133,2630.54320004574,2868.2976875632,2921,3172,2762,0,2858,21.666666667
"102",3150.84097806286,2813.40227395919,3166.23529411765,2010-01-05 05:00:00,"1/5/2010",1,6,2010,"Tuesday",3088.34301227091,0,19.0864197529741,364.291418986719,6953.01893518707,3070.47067079471,2851.08646825835,2872.67844273431,3113.86163958455,3111,3371,2994,0,3149,21
"103",3622.49523818896,4208.34841786279,3676.11764705882,2010-01-05 06:00:00,"1/5/2010",1,7,2010,"Tuesday",3496.62401595164,0,18.5432098765667,343.8506325264,6376.09444512723,3475.43716445647,3260.52041387554,3276.41365769087,3516.0200852785,3446,3734,3348,0,3640,20.666666667
"104",3854.79415935362,2969.69391919898,3901.41176470588,2010-01-05 07:00:00,"1/5/2010",1,8,2010,"Tuesday",3733.86603828254,0,18.1975308642111,331.150129553916,6026.11470324489,3708.31133527726,3492.00111359187,3505.52458056633,3743.85418961398,3672,3967,3621,0,3851,21.666666667
"105",3906.21811940453,3489.14605393471,3907.70588235294,2010-01-05 08:00:00,"1/5/2010",1,9,2010,"Tuesday",3846.75714103003,0,18.4197530865074,339.287303767899,6249.58836079154,3821.87131023849,3602.02803813872,3615.47933647792,3851.15848164389,3844,4121,3811,0,3841,21.666666667
